FID,id,parkomat_id,type,vejkode,p_zone,beboer_zone,vejnavn,husnr,placering,ejerlavkode,opret_dato,ret_dato,wkb_geometry
parkomat.547,547,3007,Betalingsautomat,0020,Blå,VB,Absalonsgade,16,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.554307754115792 55.67109653511613)
parkomat.548,548,3008,P-info,0020,Blå,VB,Absalonsgade,23,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.554992937538959 55.6703025188799)
parkomat.549,549,3009,Betalingsautomat,3312,Blå,VB,Istedgade,45,Husmur,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.555455812652957 55.669748622562544)
parkomat.550,550,3010,Betalingsautomat,0020,Blå,VB,Absalonsgade,38,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.555502723340062 55.669150002484734)
parkomat.551,551,3011,P-info,6432,Blå,VB,Skelbækgade,1,Husmur,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.556464208964277 55.66757581721232)
parkomat.552,552,3012,Betalingsautomat,6432,,VB,Skelbækgade,,,,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.556893117191676 55.667149384749685)
parkomat.553,553,3013,,6432,Blå,VB,Skelbækgade,30,Husmur,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.557068571048525 55.66656561002542)
parkomat.554,555,3015,P-info,6432,Blå,VB,Skelbækgade,42,Husmur,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.557736472219169 55.6658475079282)
parkomat.555,556,3016,P-info,6724,Blå,VB,Sommerstedgade,29,Husmur,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.557139539385254 55.665606508796664)
parkomat.556,557,3017,Betalingsautomat,6724,Blå,VB,Sommerstedgade,26,Husmur,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.556182214013345 55.666311585639214)
parkomat.557,558,3018,P-info,6724,Blå,VB,Sommerstedgade,12,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.555569053739426 55.666968265774656)
parkomat.558,559,3019,Betalingsautomat,7288,Blå,VB,Sønder Boulevard,37,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.555244962304432 55.66759155119667)
parkomat.559,561,3021,P-info,4008,Blå,VB,Krusågade,14,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.554996952309063 55.66654032020678)
parkomat.560,562,3022,Betalingsautomat,1376,Blå,VB,Dybbølsgade,22,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.555574153939078 55.665890185753064)
parkomat.561,563,3023,Betalingsautomat,3272,Blå,VB,Ingerslevsgade,110,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.556444711281745 55.6650749192428)
parkomat.562,564,3024,Betalingsautomat,2260,Blå,VB,Godsbanegade,29,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.555558792540443 55.665249027545386)
parkomat.563,565,3025,P-info,2260,Blå,VB,Godsbanegade,10,Husmur,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.554657901358473 55.665873098485704)
parkomat.564,566,3026,P-info,2260,Blå,VB,Godsbanegade,7,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.554348042678056 55.666548166909074)
parkomat.565,567,3027,P-info,3312,Blå,VB,Istedgade,51,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.554742159323 55.66951322053688)
parkomat.566,568,3028,Betalingsautomat,3312,Blå,VB,Istedgade,87,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.550939512477754 55.66839407393569)
parkomat.567,569,3029,P-info,1260,Blå,VB,Dannebrogsgade,42,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.552994274457697 55.6686881108778)
parkomat.568,570,3030,Betalingsautomat,1260,Blå,VB,Dannebrogsgade,48,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.553094028009001 55.66809490401616)
parkomat.569,571,3031,P-info,1260,Blå,VB,Dannebrogsgade,,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.55316665443487 55.667385781089266)
parkomat.570,572,3032,Betalingsautomat,6544,Blå,VB,Skydebanegade,5,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.554286187601122 55.66904697079194)
parkomat.571,573,3033,P-info,6544,Blå,VB,Skydebanegade,32,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.554311662446311 55.668242768411915)
parkomat.572,574,3034,P-info,7288,Blå,VB,Sønder Boulevard,24,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.555217571732019 55.66801496381721)
parkomat.573,575,3035,Betalingsautomat,7288,Blå,VB,Sønder Boulevard,38,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.553917896859046 55.66739093703327)
parkomat.574,576,3036,P-info,1376,Blå,VB,Dybbølsgade,33,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.553625025852888 55.6660803622835)
parkomat.575,577,3037,Betalingsautomat,1656,Blå,VB,Esbern Snares Gade,5,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.554325545312697 55.665563630544504)
parkomat.576,578,3038,P-info,1656,Blå,VB,Esbern Snares Gade,22,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.554699446611409 55.66492586403836)
parkomat.577,579,3039,Betalingsautomat,0212,Blå,VB,Arkonagade,15,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.553207212921416 55.665226836264466)
parkomat.578,580,3040,P-info,0212,Blå,VB,Arkonagade,4,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.552360484606288 55.66580294657763)
parkomat.579,581,3041,Betalingsautomat,7288,Blå,VB,Sønder Boulevard,47,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.553613519164447 55.66681021609723)
parkomat.580,582,3042,P-info,7288,Blå,VB,Sønder Boulevard,50,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.552419092487956 55.6666945342699)
parkomat.581,583,3043,Betalingsautomat,1376,Blå,VB,Dybbølsgade,53,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.552807654653805 55.66641396464372)
parkomat.582,584,3044,Betalingsautomat,4238,Blå,VB,Letlandsgade,5,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.552170919945487 55.667481140250686)
parkomat.583,585,3045,Betalingsautomat,1688,Blå,VB,Estlandsgade,20,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.55145367306644 55.66795097881535)
parkomat.584,586,3046,P-info,6288,Blå,VB,Saxogade,108,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.551306658145304 55.66696604269947)
parkomat.585,587,3047,Betalingsautomat,7288,Blå,VB,Sønder Boulevard,62,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.55098099761636 55.66609730186611)
parkomat.586,588,3048,P-info,7288,Blå,VB,Sønder Boulevard,65,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.5514087758833 55.665847410027816)
parkomat.587,589,3049,Betalingsautomat,1376,Blå,VB,Dybbølsgade,48,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.550834619822224 55.666718304280444)
parkomat.588,590,3050,P-info,5240,Blå,VB,Oehlenschlægersgade,76,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.550049251423133 55.66622810698692)
parkomat.589,591,3051,P-info,0236,Blå,VB,Asger Rygs Gade,7,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.55164593807869 55.66530241426773)
parkomat.590,592,3052,Betalingsautomat,3272,Blå,VB,Ingerslevsgade,128,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.552290885346663 55.664604605268906)
parkomat.591,593,3053,P-info,6472,Blå,VB,Skjalm Hvides Gade,16,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.55064899690253 55.66461298700776)
parkomat.592,594,3054,Betalingsautomat,7288,Blå,VB,Sønder Boulevard,77,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.550044713731292 55.665348408060936)
parkomat.593,595,3055,P-info,7288,Blå,VB,Sønder Boulevard,83,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.548882245427645 55.66496843519835)
parkomat.594,596,3056,Betalingsautomat,6364,Blå,VB,Sigerstedgade,15,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.54959712173022 55.66421917509019)
parkomat.595,597,3057,P-info,7924,Blå,VB,Valdemarsgade,72,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.549341714430625 55.66551332419424)
parkomat.596,598,3058,Betalingsautomat,7924,Blå,VB,Valdemarsgade,56,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.549196297916517 55.6662440909734)
parkomat.597,599,3059,P-info,1376,Blå,VB,Dybbølsgade,53,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.549411926891946 55.6667494325273)
parkomat.598,600,3060,P-info,7924,Blå,VB,Valdemarsgade,38,Husmur,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.549034013825187 55.66755857716732)
parkomat.599,601,3061,Betalingsautomat,5240,Blå,VB,Oehlenschlægersgade,57,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.550150181213965 55.66749379969317)
parkomat.600,602,3062,Betalingsautomat,5240,Blå,VB,Oehlenschlægersgade,48,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.549890485410698 55.66849771018953)
parkomat.601,603,3063,P-info,5240,Blå,VB,Oehlenschlægersgade,39,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.550026451030096 55.66926030192834)
parkomat.602,604,3064,Betalingsautomat,4684,Blå,VB,Matthæusgade,23,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.549763319742356 55.669758595742586)
parkomat.603,605,3065,Betalingsautomat,5240,Blå,VB,Oehlenschlægersgade,22,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.54974918563232 55.670512541271925)
parkomat.604,606,3066,P-info,5240,Blå,VB,Oehlenschlægersgade,15,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.549892165061276 55.67122449727053)
parkomat.605,607,3067,Betalingsautomat,5240,Blå,VB,Oehlenschlægersgade,4,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.549638911553606 55.67213839439851)
parkomat.606,608,3068,P-info,4088,Blå,VB,Kaalundsgade,4,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.549135424651315 55.6719350959356)
parkomat.607,609,3069,Betalingsautomat,7924,Blå,VB,Valdemarsgade,1B,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.548467325996638 55.671883690981694)
parkomat.608,610,3070,P-info,7924,Blå,VB,Valdemarsgade,13,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.548639751226366 55.670993517804014)
parkomat.609,611,3071,Betalingsautomat,7924,Blå,VB,Valdemarsgade,27,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.548757694771336 55.67027374541574)
parkomat.610,612,3072,P-info,7924,Blå,VB,Valdemarsgade,33,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.548969479662544 55.669323626629904)
parkomat.611,613,3073,Betalingsautomat,7924,Blå,VB,Valdemarsgade,49,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.549121072392458 55.66850009491717)
parkomat.612,614,3074,Betalingsautomat,1260,Blå,VB,Dannebrogsgade,7,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.552648643913587 55.67172770758025)
parkomat.613,615,3075,P-info,1260,Blå,VB,Dannebrogsgade,20,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.552575712117868 55.6709003477622)
parkomat.614,616,3076,P-info,1260,Blå,VB,Dannebrogsgade,36,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.552768783639843 55.66943954779659)
parkomat.615,5,3136,Betalingsautomat,0128,Grøn,IB,Amaliegade,13,,2000167,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.592124397951352 55.682847205185155)
parkomat.616,6,3137,P-info,0128,Grøn,IB,Amaliegade,10,,2000167,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.59192197781732 55.682294216745554)
parkomat.617,8,3139,Betalingsautomat,1956,Grøn,IB,Frederiksholms Kanal,,"Blivende, eksisterende fortovsø",2000169,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.576918000157256 55.67448291804719)
parkomat.618,14,3140,Betalingsautomat,2096,Grøn,VB,Gammel Kongevej,15,,2000151,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.556863429029676 55.674049582801125)
parkomat.619,18,3141,Betalingsautomat,2452,Grøn,IB,Gyldenløvesgade,,"Blivende, eksisterende fortovsø",2000164,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.562172816524862 55.680656814309415)
parkomat.620,1809,3142,P-info,1216,,VB,Dahlerupsgade,6,,,2015-12-05T22:35:33.135,2015-12-07T14:06:19.469,POINT (12.561745497046672 55.679320986013266)
parkomat.621,1810,3144,Betalingsautomat,8108,,VB,Ved Vesterport,6,,,2015-12-05T22:35:33.135,2015-12-07T14:06:19.469,POINT (12.560813397609042 55.674985969213196)
parkomat.622,276,3145,P-info,8108,,VB,Ved Vesterport,9,,,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.560885360577403 55.67476494038371)
parkomat.623,279,3146,,5220,Rød,IB,Nørre Voldgade,32,"Blivende, eksisterende fortovsø",2000151,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.56818934691832 55.68097230986304)
parkomat.624,281,3147,P-info,5220,Rød,IB,Nørre Voldgade,,"Blivende, eksisterende fortovsø",2000151,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.567416644367583 55.68036827922165)
parkomat.625,19,3149,Betalingsautomat,6824,Grøn,VB,Staunings Plads,,Eksisterende fortovsø,2000179,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.563513169204077 55.678267788082216)
parkomat.626,20,3150,Betalingsautomat,8208,Grøn,VB,Vester Farimagsgade,19,"Blivende, eksisterende fortovsø",2000179,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.562057803127711 55.67684041278786)
parkomat.627,17,3151,Betalingsautomat,2096,Grøn,VB,Gammel Kongevej,,,2000151,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.555397341900319 55.67386912641818)
parkomat.628,934,3152,Betalingsautomat,8200,Blå,VB,Westend,3,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.551827387522058 55.67218794916206)
parkomat.629,935,3153,P-info,8200,Blå,VB,Westend,15,Husmur,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.55196546869032 55.67140901000036)
parkomat.630,936,3154,Betalingsautomat,8200,Blå,VB,Westend,26,Inventarzone,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.55208862142448 55.67048098534071)
parkomat.631,1796,3155,P-info,3312,Blå,VB,Istedgade,56,Husmur,,2015-12-05T22:35:33.135,2015-12-07T14:06:19.469,POINT (12.555670965941532 55.6699649792676)
parkomat.632,937,3156,P-info,6288,Blå,VB,Saxogade,90,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.551155570287369 55.66818787104433)
parkomat.633,938,3157,Betalingsautomat,3312,Blå,VB,Istedgade,92,Husmur,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.552578985433046 55.66904624238906)
parkomat.634,940,3159,Betalingsautomat,1960,Blå,VB,Frederiksstadsgade,3,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.548042821719083 55.66918277285123)
parkomat.635,942,3161,P-info,4876,Blå,VB,Mysundegade,8,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.547965769411837 55.668625535954824)
parkomat.636,943,3162,Betalingsautomat,4876,Blå,VB,Mysundegade,24,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.547995002669815 55.668064877515704)
parkomat.637,944,3163,P-info,3312,Blå,VB,Istedgade,136,Husmur,,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.548727192492446 55.667901194238574)
parkomat.638,1835,3164,P-info,1812,Blå,VB,Flensborggade,22,,,2016-08-25T11:39:37.725,2017-10-18T13:00:49.323,POINT (12.547088456140012 55.66788077155708)
parkomat.639,946,3165,Betalingsautomat,1812,Blå,VB,Flensborggade,10,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.547030373005338 55.66853280927613)
parkomat.640,947,3166,Betalingsautomat,2508,Blå,VB,Haderslevgade,16,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.54577807518492 55.66760253311163)
parkomat.641,948,3167,P-info,2508,Blå,VB,Haderslevgade,9,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.545976047858263 55.66801591468913)
parkomat.642,949,3168,P-info,1960,Blå,VB,Frederiksstadsgade,15,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.545710056285122 55.668996041173166)
parkomat.643,950,3169,Betalingsautomat,4684,Blå,VB,Matthæusgade,50,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.546530284475745 55.66960629525341)
parkomat.644,951,3170,P-info,4684,Blå,VB,Matthæusgade,22,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.547907931110114 55.66978463285564)
parkomat.645,952,3171,Betalingsautomat,8204,Blå,VB,Vesterbrogade,102,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.546687672094269 55.67192326214658)
parkomat.646,1529,3172,P-info,0880,Blå,VB,Brorsonsgade,4,Husmur,,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.54611334311164 55.67205579170407)
parkomat.647,1811,3173,Betalingsautomat,5330,,VB,Otto Krabbes Plads,,,,2015-12-05T22:35:33.135,2015-12-07T14:06:19.469,POINT (12.552203658123965 55.669927272411755)
parkomat.648,953,3176,Betalingsautomat,7116,Blå,VB,Sundevedsgade,2,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.543780375718637 55.67096971826733)
parkomat.649,955,3179,Betalingsautomat,7116,Blå,VB,Sundevedsgade,34,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.545071803143863 55.669615595180645)
parkomat.650,956,3180,Betalingsautomat,1592,Blå,VB,Enghavevej,51,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.5449205831651 55.66839000824366)
parkomat.651,1794,3182,Betalingsautomat,5792,Blå,VB,Rejsbygade,8,Husmur,,2015-12-05T22:35:33.135,2015-12-07T14:06:19.469,POINT (12.543166586236794 55.66865232496518)
parkomat.652,957,3183,P-info,7116,Blå,VB,Sundevedsgade,13,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.54453820133381 55.67040104325449)
parkomat.653,958,3184,P-info,8204,Blå,VB,Vesterbrogade,134,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.542330355425541 55.670837832722434)
parkomat.654,959,3185,Betalingsautomat,8204,Blå,VB,Vesterbrogade,126,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.543186844110656 55.67105913886699)
parkomat.655,960,3186,Betalingsautomat,0140,Blå,VB,Amerikavej,2,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.541133423462824 55.670310503527965)
parkomat.656,961,3188,P-info,8212,Blå,VB,Vesterfælledvej,48,Husmur,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.539845571851663 55.66785300907729)
parkomat.657,962,3189,Betalingsautomat,8212,Blå,VB,Vesterfælledvej,45,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.539942773174541 55.66751069807649)
parkomat.658,963,3190,Betalingsautomat,1476,Blå,VB,Ejderstedgade,8,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.540737453752314 55.66738279185278)
parkomat.659,964,3191,P-info,4496,Blå,VB,Lyrskovgade,,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.54123853651545 55.66819345380843)
parkomat.660,965,3192,Betalingsautomat,4496,Blå,VB,Lyrskovgade,32,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.541067172452934 55.668383787163094)
parkomat.661,966,3193,Betalingsautomat,4496,Blå,VB,Lyrskovgade,,Husmur,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.543396717123741 55.66786062623324)
parkomat.662,967,3194,P-info,4496,Blå,VB,Lyrskovgade,8,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.5432314289984 55.66789959704951)
parkomat.663,968,3195,P-info,7676,Blå,VB,Trøjborggade,4,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.540657256638447 55.66901028364549)
parkomat.664,969,3196,Betalingsautomat,0140,Blå,VB,Amerikavej,20A,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.542012749577749 55.66913379620409)
parkomat.665,970,3197,P-info,0140,Blå,VB,Amerikavej,3B,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.541756282119437 55.669754407101976)
parkomat.666,971,3198,P-info,0140,Blå,VB,Amerikavej,17,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.54249873402347 55.66985709549364)
parkomat.667,972,3199,Betalingsautomat,7780,Blå,VB,Tøndergade,10,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.543444491164164 55.67017394667142)
parkomat.668,974,3201,Betalingsautomat,0140,Blå,VB,Amerikavej,16,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.544161686192203 55.66912139017796)
parkomat.669,975,3202,P-info,1088,Blå,VB,Carstensgade,22,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.53889096573398 55.668829958637204)
parkomat.670,976,3203,Betalingsautomat,1088,Blå,VB,Carstensgade,50,Inventarzone,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.537712297989406 55.66857125878624)
parkomat.671,977,3204,P-info,1088,Blå,VB,Carstensgade,64,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.537129456130142 55.66836766796213)
parkomat.672,979,3206,Betalingsautomat,4048,Blå,VB,Küchlersgade,41,,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.537787879682218 55.6676925517532)
parkomat.673,1528,3207,P-info,4048,Blå,VB,Küchlersgade,17,Inventarzone,2000174,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.538904547050283 55.66796199556055)
