FID,t_nr,vejnavn,beskrivelse,husnummer,type,taelling_type,ktj_7_19,tung_pct,aadt_koretojer,hvdt_koretojer,cykler_7_19,ladcykler_pct,aadt_cykler,hvdt_cykler,fod_7_19,aadt_fod_7_19,hvdt_fod_7_19,fod_7_21,aadt_fod_7_21,hvdt_fod_7_21,fod_7_24,aadt_fod_7_24,hvdt_fod_7_24,aadt_fod_label,taelle_dato,aar,link,tung_pct_real,ladcykler_pct_real,lastbiler_7_19,lastbiler_pct,elloebehjul_7_19,elloebehjul_pct,andre_busser_7_19,wkb_geometry
trafiktaelling.78,99,Bellahøjvej,syd for Frederikssundsvej,4A,3,Andre faste tællinger,8263,"2,2",9700,10800,1548,"1,3",1600,1900,,,,,,,,,,,20150520,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/nZhyv1Dq6D.pdf,2.20000005,1.29999995,80,,,,,POINT (12.513850359733954 55.705537445212705)
trafiktaelling.79,103,Borgergade,nord for Gothersgade,2 eller 3,3,Andre faste tællinger,2996,"1,6",3500,3900,4391,"2,8",4500,5400,,,,,,,,,,,20141008,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/kZkcN4VWcL.pdf,1.60000002,2.79999995,,,,,,POINT (12.583917949382636 55.68234291168296)
trafiktaelling.80,109,Dybbølsbro,mellem Kalvebod brygge og Ingerslevsgade,,3,Andre faste tællinger,5676,"3,7",6600,7400,19969,"2,6",20600,24400,,,,,,,,,,,20180918,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/NohMKXT8VP.pdf,3.70000005,2.5999999,138,,,,,POINT (12.559472902659957 55.66466355558428)
trafiktaelling.81,113,Frederiksberggade,nordøst for Rådhuspladsen,27 eller 38,3,Andre faste tællinger,54,,100,100,701,,700,900,27904,32600,33800,,,,,,,32600,20180620,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/anxm1jbeV3.pdf,,,,,,,,POINT (12.569758490421112 55.67664988074274)
trafiktaelling.82,117,Frederikssundsvej,øst for Frederiksborgvej,27,3,Andre faste tællinger,6309,"12,4",7400,8300,16073,"2,9",16600,19600,,,,,,,,,,,20190919,2019,https://kk.sites.itera.dk/apps/kk_trafik/pdf/RLE4Hw6nkZ.pdf,12.39999962,2.9000001,65,"1,0",131,"0,8",14,POINT (12.53403496752496 55.70169207674738)
trafiktaelling.83,120,Frederikssundsvej,øst for Brønshøj Torv,173 eller 154A,3,Andre faste tællinger,14447,"5,8",16900,18900,5003,"1,4",5200,6100,,,,,,,,,,,20150527,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/J5hF5ZHqpZ.pdf,5.80000019,1.39999998,186,,,,,POINT (12.5000085839954 55.70450968678197)
trafiktaelling.84,121,Fælledvej,nordøst for Nørrebrogade,3 eller 4,3,Andre faste tællinger,3178,"9,1",3700,4200,7690,"3,1",7900,9400,,,,,,,,,,,20170920,2017,https://kk.sites.itera.dk/apps/kk_trafik/pdf/FrGeu9ZbFu.pdf,9.10000038,3.0999999,62,,,,,POINT (12.559763803403113 55.6885602649865)
trafiktaelling.85,122,Gammel Kongevej,vest for Stenogade,23,2,Søsnittet,7531,"5,6",8800,9900,14835,"3,0",15300,18100,,,,,,,,,,,20190904,2019,https://kk.sites.itera.dk/apps/kk_trafik/pdf/63bl2Av94x.pdf,5.5999999,3,139,"1,8",215,"1,4",28,POINT (12.556001299281931 55.67382051591301)
trafiktaelling.86,123,Gl. Køge Landevej,syd for Toftegårds Plads,41,3,Andre faste tællinger,19779,"3,6",23100,25900,5860,"2,9",6000,7100,,,,,,,,,,,20190613,2019,https://kk.sites.itera.dk/apps/kk_trafik/pdf/OFtLmhkpQc.pdf,3.5999999,2.9000001,408,"2,1",,,57,POINT (12.514686665905312 55.65901039277438)
trafiktaelling.87,127,Gothersgade,vest for kongens Nytorv,2 eller 5,3,Andre faste tællinger,5171,"5,3",6100,6800,11453,"3,6",11800,14000,,,,,,,,,,,20180927,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/O4ccm4T4VN.pdf,5.30000019,3.5999999,157,,,,,POINT (12.584855715162341 55.68156864607603)
trafiktaelling.842,9907,Tagensvej - Tuborgvej,,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20160831,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/hYhHmT99IC.pdf,,,,,,,,POINT (12.535110962459251 55.713468340089165)
trafiktaelling.88,129,Bryggebroen,cykel- og gangbro,,2,Søsnittet,,,,,18115,"2,6",18700,22100,3426,4000,4100,,,,,,,4000,20190919,2019,https://kk.sites.itera.dk/apps/kk_trafik/pdf/AQZQXcpVWU.pdf,,2.5999999,,,229,"1,1",,POINT (12.566332332461757 55.661678105791204)
trafiktaelling.89,132,Hillerødgade,øst for Nattergalevej,62,3,Andre faste tællinger,8500,"3,4",9900,11100,5500,"1,4",5700,6700,,,,,,,,,,,20140429,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/AP4cr4a1U2.pdf,3.4000001,1.39999998,263,,,,,POINT (12.531994374434866 55.69682196140082)
trafiktaelling.90,136,Holmens kanal,syd for Vingårdsstræde,2 eller 5,3,Andre faste tællinger,21201,"5,1",24800,27800,10683,"1,5",11000,13000,,,,,,,,,,,20160518,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/hum7yGH9V0.pdf,5.0999999,1.5,391,,,,,POINT (12.585985653091363 55.67854401718392)
trafiktaelling.91,138,Hulgårdsvej,nord for Hillerødgade,4A eller 29,3,Andre faste tællinger,21927,"2,2",25700,28700,1958,"1,2",2000,2400,,,,,,,,,,,20150505,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/Q74iAtX023.pdf,2.20000005,1.20000005,298,,,,,POINT (12.512503656548168 55.69619352707261)
trafiktaelling.92,151,Lygten,syd for Drejervej,3A eller 2B,3,Andre faste tællinger,10668,"3,8",12500,14000,6935,"2,7",7100,8500,,,,,,,,,,,20171011,2017,http://kk.sites.itera.dk/apps/kk_trafik/pdf/HIupQiUN5B.pdf,3.79999995,2.70000005,93,,,,,POINT (12.537411566532827 55.70197538762556)
trafiktaelling.93,157,Nyhavnsbroen,nord for Holbergsgade,ingen,3,Andre faste tællinger,9029,"4,1",10600,11800,4429,"2,6",4600,5400,,,,,,,,,,,20161011,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/bN67iWzLLo.pdf,4.0999999,2.5999999,99,,,,,POINT (12.591300660819112 55.67965165246201)
trafiktaelling.94,161,Åbuen,Cykel- og gangbro over Ågade,,3,Andre faste tællinger,,,,,7414,"2,3",7600,9000,764,900,900,,,,,,,900,20180920,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/lFhSLFgTHG.pdf,,2.29999995,0,,,,,POINT (12.545133225426333 55.68656014647919)
trafiktaelling.95,166,Nørrebrogade,nordvest for Jagtvej,148 eller 157,3,Andre faste tællinger,6361,"10,7",7400,8300,23787,"3,0",24500,29000,,,,,,,,,,,20180913,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/neUJTCtHbO.pdf,10.69999981,3,119,,,,,POINT (12.548233818149361 55.69473241036392)
trafiktaelling.96,170,Nørre Søgade,sydvest for Vendersgade,7,3,Andre faste tællinger,24514,"1,8",28700,32100,11222,"2,8",11600,13700,,,,,,,,,,,20180925,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/jsxIWYQtZp.pdf,1.79999995,2.79999995,369,,,,,POINT (12.564253839393876 55.685124266082234)
trafiktaelling.97,171,Peter Bangs Vej,nord for Roskildevej,283,3,Andre faste tællinger,16195,"2,2",18900,21200,2094,"1,3",2200,2600,,,,,,,,,,,20181127,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/1ZRCoej08G.pdf,2.20000005,1.29999995,249,,,,,POINT (12.48365581292913 55.67348017896393)
trafiktaelling.98,176,Rebildvej,sydvest for Dybendalsvej,20A,3,Andre faste tællinger,17652,"2,9",20700,23100,1836,"1,0",1900,2200,,,,,,,,,,,20150505,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/fXlHrhZCIL.pdf,2.9000001,1,243,,,,,POINT (12.504013044387477 55.69003800744332)
trafiktaelling.99,179,Røde Mellemvej,syd for Sundbyvestervej,93 eller 96,3,Andre faste tællinger,12083,"5,7",14100,15800,3611,"5,8",3700,4400,,,,,,,,,,,20190606,2019,https://kk.sites.itera.dk/apps/kk_trafik/pdf/nPx7ui1Znp.pdf,5.69999981,5.80000019,608,"5,0",,,53,POINT (12.591770173676524 55.64559953042936)
trafiktaelling.100,184,Slotsherrensvej,nord for Jyllingevej,1,3,Andre faste tællinger,8873,"1,6",10400,11600,2233,"2,4",2300,2700,,,,,,,,,,,20181113,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/P8J3DmlZtb.pdf,1.60000002,2.4000001,117,,,,,POINT (12.493649088480336 55.69417606285978)
trafiktaelling.101,191,Stormgade,nordøst for Vester Voldgade,14 E,3,Andre faste tællinger,10276,"12,9",12000,13500,8766,"2,8",9000,10700,,,,,,,,,,,20190926,2019,https://kk.sites.itera.dk/apps/kk_trafik/pdf/5Op3VO9OT9.pdf,12.89999962,2.79999995,239,,231,,,POINT (12.57364869460364 55.674707111539924)
trafiktaelling.102,194,Strandvejen,syd for Callisensvej,,1,Kommunegrænsen,14675,"5,3",17200,19200,5797,"2,5",6000,7100,,,,,,,,,,,20190514,2019,https://kk.sites.itera.dk/apps/kk_trafik/pdf/ozTS8prnAx.pdf,5.30000019,2.5,139,,,,34,POINT (12.576238173524652 55.72883669346155)
trafiktaelling.103,195,Strandvænget,ud for Roklubberne,42 eller 61,3,Andre faste tællinger,13419,"8,4",15700,17600,2900,"2,2",3000,3500,,,,,,,,,,,20170831,2017,http://kk.sites.itera.dk/apps/kk_trafik/pdf/yzB5Cu3SIA.pdf,8.39999962,2.20000005,1034,,,,,POINT (12.586158262593992 55.713457259135154)
trafiktaelling.104,196,Svanemøllebroen,ved stationen,,3,Andre faste tællinger,16044,"3,0",18800,21000,8285,"1,9",8500,10100,,,,,,,,,,,20170906,2017,http://kk.sites.itera.dk/apps/kk_trafik/pdf/GrTVyZ4BFi.pdf,3,1.89999998,127,,,,,POINT (12.577435677118277 55.716177077721326)
trafiktaelling.105,202,Tietgensbro,Tietgensgade 39,39,3,Andre faste tællinger,9014,"7,9",10500,11800,8443,"3,9",8700,10300,,,,,,,,,,,20190911,2019,https://kk.sites.itera.dk/apps/kk_trafik/pdf/9t4K8JgbE4.pdf,7.9000001,3.9000001,265,"2,9",191,"2,3",120,POINT (12.566819590887349 55.67121065622802)
trafiktaelling.106,203,Toftegårdsbroen,øst for Valby Station,ingen,3,Andre faste tællinger,22396,"4,8",26200,29300,6301,"3,0",6500,7700,,,,,,,,,,,20180614,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/I4uBNg1VWl.pdf,4.80000019,3,429,,,,,POINT (12.516229377445395 55.66375539412426)
trafiktaelling.107,204,Tomsgårdsvej,nord for Frederikssundsvej,3 eller 4,3,Andre faste tællinger,27906,"2,5",32700,36600,3403,"1,3",3500,4200,,,,,,,,,,,20150507,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/cqGHoPvmk1.pdf,2.5,1.29999995,514,,,,,POINT (12.521782649305086 55.706433033894655)
trafiktaelling.108,210,Valby Langgade,øst for Nakskovvej,192,3,Andre faste tællinger,9212,"3,3",10800,12100,4390,"3,2",4500,5400,,,,,,,,,,,20180614,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/woTyPtQ370.pdf,3.29999995,3.20000005,129,,,,,POINT (12.492999492499482 55.66937200862737)
trafiktaelling.109,211,Valby Langgade,vest for Vestervang,241 eller 260,3,Andre faste tællinger,3400,"2,1",4000,4500,800,"1,5",800,1000,,,,,,,,,,,20130514,2013,http://kk.sites.itera.dk/apps/kk_trafik/pdf/Szu4S0lRnr.pdf,2.0999999,1.5,61,,,,,POINT (12.484198727622587 55.67174703184804)
trafiktaelling.110,212,Vejlands Allé,vest for Røde Mellemvej,140,3,Andre faste tællinger,18908,"5,2",22100,24800,2029,"3,5",2100,2500,,,,,,,,,,,20190507,2019,https://kk.sites.itera.dk/apps/kk_trafik/pdf/mUkW4CNxB5.pdf,5.19999981,3.5,719,"3,8",,,54,POINT (12.590998208040155 55.64247929041645)
trafiktaelling.111,213,Vermlandsgade,øst for Herjedalsgade,31,3,Andre faste tællinger,15689,"8,0",18400,20600,5901,"2,8",6100,7200,,,,,,,,,,,20190522,2019,https://kk.sites.itera.dk/apps/kk_trafik/pdf/NG40NQ1AiW.pdf,8,2.79999995,1140,"7,3",,,107,POINT (12.603504596833632 55.6685097641376)
trafiktaelling.112,217,Vestergade,sydvest for Larsbjørnsstræde,16,100,Øvrige tællinger,887,"3,8",1000,1200,6082,,6300,7400,,,,,,,,,,,20150924,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/xa2KLjGSmY.pdf,3.79999995,,34,,,,,POINT (12.569843702519954 55.67751142880136)
trafiktaelling.113,218,Vester Voldgade,nordvest for Rådhuspladsen,14 eller 33,3,Andre faste tællinger,2277,36,2700,3000,5862,,6000,7200,,,,,,,,,,,20151001,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/AlI81YYS6W.pdf,36,,403,,,,,POINT (12.56790105639275 55.67705949302887)
trafiktaelling.114,221,Vigerslev Allé,vest for Enghavevej,1A,3,Andre faste tællinger,14500,"3,9",17000,19000,4000,"1,1",4100,4900,,,,,,,,,,,20111006,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/mAyEtCEpG8.pdf,3.9000001,1.10000002,,,,,,POINT (12.53979966103139 55.662798150064866)
trafiktaelling.115,223,Vigerslev Allé,øst for Retortvej,141 eller 156,3,Andre faste tællinger,13600,"5,1",15900,17800,2800,"1,7",2900,3400,,,,,,,,,,,20110412,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/Av5I9kWGU9.pdf,5.0999999,1.70000005,285,,,,,POINT (12.49819552100805 55.659840110043966)
trafiktaelling.116,226,Vigerslevvej,nordvest for Gammel Køge Landevej,350,3,Andre faste tællinger,3200,"4,5",3700,4200,500,,500,600,,,,,,,,,,,20110407,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/MXfeGRbFev.pdf,4.5,,59,,,,,POINT (12.500896609491463 55.64311133835351)
trafiktaelling.362,860,Randbølvej / Katrinedalsvej,Krydset,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20120430,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/AlDLYGoTFH.pdf,,,,,,,,POINT (12.497457280397011 55.691747266171795)
trafiktaelling.117,228,Øresundsvej,vest for Kastrupvej,49 eller 50,3,Andre faste tællinger,6215,"3,6",7300,8100,3060,"5,8",3200,3700,,,,,,,,,,,20190528,2019,https://kk.sites.itera.dk/apps/kk_trafik/pdf/BVbZBpxAJ5.pdf,3.5999999,5.80000019,102,"2,6",,,10,POINT (12.612771649757864 55.660257930740684)
trafiktaelling.118,232,Østerbrogade,syd for Jagtvej,154,3,Andre faste tællinger,14828,"4,5",17300,19400,11324,"3,5",11700,13800,,,,,,,,,,,20190925,2019,https://kk.sites.itera.dk/apps/kk_trafik/pdf/csziQDumMT.pdf,4.5,3.5,188,"1,3",73,"0,6",65,POINT (12.577422195632968 55.708661689376065)
trafiktaelling.119,234,Øster Farimagsgade,sydvest for Lille Triangel,91,3,Andre faste tællinger,6303,"7,2",7400,8300,7454,"2,5",7700,9100,,,,,,,,,,,20140902,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/BlqhWqPNzg.pdf,7.19999981,2.5,193,,,,,POINT (12.579452594425002 55.695142622656924)
trafiktaelling.120,237,Øster Søgade,sydvest for Lille Triangel,110,3,Andre faste tællinger,2600,"2,1",3000,3400,3800,,3900,4600,,,,,,,,,,,20090915,2009,http://kk.sites.itera.dk/apps/kk_trafik/pdf/maSinIeZzv.pdf,2.0999999,,,,,,,POINT (12.57885555254339 55.69560114227417)
trafiktaelling.121,240,Ålekistevej,nord for Peter Bangs Vej,20,3,Andre faste tællinger,11622,"2,5",13600,15200,1952,"2,5",2000,2400,,,,,,,,,,,20181218,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/cNkzwytSNs.pdf,2.5,2.5,117,,,,,POINT (12.486200462958802 55.6774352762177)
trafiktaelling.122,241,Ålekistevej,syd for Slotsherrensvej,231,3,Andre faste tællinger,9703,"5,1",11400,12700,2975,"1,6",3100,3600,,,,,,,,,,,20180628,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/YMGA0JOGOJ.pdf,5.0999999,1.60000002,110,,,,,POINT (12.479075258756431 55.69726228711753)
trafiktaelling.123,242,Ålholmvej,nord for Roskildevej,29 eller 30,3,Andre faste tællinger,11431,"5,1",13400,15000,2475,"2,3",2500,3000,,,,,,,,,,,20181023,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/eLdfmvoEyt.pdf,5.0999999,2.29999995,173,,,,,POINT (12.488670643823333 55.67303495187127)
trafiktaelling.124,245,Amager Fælledvej,syd for Sundholmsvej,52,3,Andre faste tællinger,13105,"6,5",15300,17200,6605,"4,5",6800,8100,,,,,,,,,,,20190606,2019,https://kk.sites.itera.dk/apps/kk_trafik/pdf/weyEtaX8MG.pdf,6.5,4.5,674,"5,1",,,68,POINT (12.593784307072147 55.6622484043954)
trafiktaelling.125,255,Blegdamsvej,sydvest for Trianglen,31,3,Andre faste tællinger,7224,6,8500,9500,6627,"2,5",6800,8100,,,,,,,,,,,20160512,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/FhQPiyNpkW.pdf,6,2.5,179,,,,,POINT (12.57541028815649 55.69849550371397)
trafiktaelling.126,258,Classensgade,øst for Østerbrogade,10,3,Andre faste tællinger,4160,"4,3",4900,5400,4576,"5,0",4700,5600,,,,,,,,,,,20190911,2019,https://kk.sites.itera.dk/apps/kk_trafik/pdf/3oaOmWJJdV.pdf,4.30000019,5,86,"2,1",82,"1,8",6,POINT (12.580652334787487 55.69647486192935)
trafiktaelling.127,259,Emdrupvej,øst for Tuborgvej,ingen,3,Andre faste tællinger,4700,,5500,6200,,,,,,,,,,,,,,,20100604,2010,http://kk.sites.itera.dk/apps/kk_trafik/pdf/FchkEgKAaI.pdf,,,,,,,,POINT (12.546243454030455 55.721598775174414)
trafiktaelling.128,270,Gothersgade,øst for Nørre Voldgade,115,3,Andre faste tællinger,8853,"5,4",10400,11600,18933,"2,7",19500,23100,,,,,,,,,,,20180926,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/PgXWq9YUEk.pdf,5.4000001,2.70000005,249,,,,,POINT (12.574605635913462 55.684319751246825)
trafiktaelling.129,275,Hamletsgade,nordøst for Nannasgade,12B,3,Andre faste tællinger,5418,"1,3",6300,7100,2067,2,2100,2500,,,,,,,,,,,20140423,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/oEVQuS5eai.pdf,1.29999995,2,66,,,,,POINT (12.545677974815254 55.70175857800831)
trafiktaelling.130,276,Hammerichsgade,sydvest for H.C. Andersens Boulevard,14,3,Andre faste tællinger,8282,"7,9",9700,10800,6680,"2,0",6900,8100,,,,,,,,,,,20180905,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/e9O7yfuJyr.pdf,7.9000001,2,479,,,,,POINT (12.564288130384158 55.678086368264545)
trafiktaelling.131,298,Lyrskovgade,øst for Vester Fælledvej,36,3,Andre faste tællinger,2628,"2,4",3100,3400,2649,,2700,3200,1190,1400,1400,,,,,,,1400,20171005,2017,http://kk.sites.itera.dk/apps/kk_trafik/pdf/txN8nuv63P.pdf,2.4000001,,0,,,,,POINT (12.540763765255178 55.66840513635533)
trafiktaelling.132,300,Løngangsstræde,nordøst for Vester Voldgade,37,3,Andre faste tællinger,1546,"4,6",1800,2000,1260,,1300,1500,,,,,,,,,,,20151001,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/TAPADwVfJL.pdf,4.5999999,,48,,,,,POINT (12.572370905125684 55.67532814692513)
trafiktaelling.133,309,Peder Lykkes Vej,øst for Røde Mellemvej,105,3,Andre faste tællinger,9039,"3,4",10600,11800,5302,"4,4",5500,6500,,,,,,,,,,,20190606,2019,https://kk.sites.itera.dk/apps/kk_trafik/pdf/fzdHwRgHNd.pdf,3.4000001,4.4000001,89,"1,0",,,13,POINT (12.595361987487026 55.6549506072329)
trafiktaelling.134,332,Studiestræde,øst for Vester Voldgade,40 eller 45,3,Andre faste tællinger,108,"7,4",100,100,3034,,3100,3700,,,,,,,,,,,20151001,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/RrOTHdG0lC.pdf,7.4000001,,8,,,,,POINT (12.567597366293825 55.677921328489916)
trafiktaelling.135,341,Uplandsgade,nordvest for Prags Boulevard,74,3,Andre faste tællinger,9084,"13,1",10600,11900,1725,"3,9",1800,2100,,,,,,,,,,,20190522,2019,https://kk.sites.itera.dk/apps/kk_trafik/pdf/bWdhb6jpjc.pdf,13.10000038,3.9000001,1060,"11,7",,,108,POINT (12.617216032690916 55.66898489618827)
trafiktaelling.136,359,Århusgade,vest for Østbanegade,101 -103,3,Andre faste tællinger,1851,"16,9",2200,2400,2057,,2100,2500,,,,,,,,,,,20150408,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/vgFwgc3iSU.pdf,16.89999962,,38,,,,,POINT (12.58794659029224 55.70695222377981)
trafiktaelling.137,360,Amager Strandvej,syd for Prags Boulevard,16,3,Andre faste tællinger,7968,"12,1",9300,10400,1024,"1,6",1100,1200,,,,,,,,,,,20160830,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/jLBAbyrMle.pdf,12.10000038,1.60000002,840,,,,,POINT (12.625904807236981 55.6689728248219)
trafiktaelling.138,363,Islands Brygge,,1B,3,Andre faste tællinger,3351,"2,1",3900,4400,6361,"3,3",6600,7800,,,,,,,,,,,20190521,2019,https://kk.sites.itera.dk/apps/kk_trafik/pdf/Epr7yAsuXt.pdf,2.0999999,3.29999995,47,"1,4",,,1,POINT (12.57967575633036 55.669340001343414)
trafiktaelling.139,377,Fiolstræde,syd for Nørre Voldgade,33,3,Andre faste tællinger,257,,300,300,1290,,1300,1600,13918,16300,16800,,,,,,,16300,20180619,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/nTihHdx9zj.pdf,,,0,,,,,POINT (12.571810503303972 55.68244314086547)
trafiktaelling.140,381,Sjælør Boulevard,nord for Ellebjergvej,55,3,Andre faste tællinger,7100,"7,2",8300,9300,2900,,3000,3500,,,,,,,,,,,20121003,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/AJ4PjZaIf2.pdf,7.19999981,,97,,,,,POINT (12.527849082219781 55.650801347764755)
trafiktaelling.141,384,Roskildevej,vest for Skellet,130,3,Andre faste tællinger,16651,"3,7",19500,21800,3850,"2,3",4000,4700,,,,,,,,,,,20190613,2019,https://kk.sites.itera.dk/apps/kk_trafik/pdf/Na8AX8eyuF.pdf,3.70000005,2.29999995,382,"2,3",,,27,POINT (12.492608916607372 55.67250052877466)
trafiktaelling.142,392,Landlystvej,vest for Engdals Allé,ingen,1,Kommunegrænsen,1252,"1,7",1500,1600,992,,1000,1200,,,,,,,,,,,20190508,2019,https://kk.sites.itera.dk/apps/kk_trafik/pdf/xzi45gHnmj.pdf,1.70000005,,,,,,,POINT (12.477994530667289 55.66045737251951)
trafiktaelling.143,397,Blegdamsvej,sydvest for Fredensgade,38,3,Andre faste tællinger,4744,"6,3",5600,6200,6653,"2,8",6900,8100,,,,,,,,,,,20160512,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/f4tbDnDfw6.pdf,6.30000019,2.79999995,93,,,,,POINT (12.565580692425566 55.69324886175112)
trafiktaelling.144,414,Husumvej,nord for Tølløsevej,19,3,Andre faste tællinger,7344,"2,2",8600,9600,2467,"1,9",2500,3000,,,,,,,,,,,20180626,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/LLT8hOUn0M.pdf,2.20000005,1.89999998,65,,,,,POINT (12.480355661007549 55.69928706880264)
trafiktaelling.145,418,Nørre Allé,syd for Tagensvej,45,3,Andre faste tællinger,4500,"2,2",5300,5900,7200,"1,8",7400,8800,,,,,,,,,,,20130523,2013,http://kk.sites.itera.dk/apps/kk_trafik/pdf/NaNB5jKGkH.pdf,2.20000005,1.79999995,94,,,,,POINT (12.561380136458874 55.69551076059095)
trafiktaelling.146,445,Ved Stadsgraven,nordøst for Amager Boulevard,13,3,Andre faste tællinger,15116,"6,4",17700,19800,2771,"3,2",2900,3400,,,,,,,,,,,20191001,2019,https://kk.sites.itera.dk/apps/kk_trafik/pdf/YTbgY9Zsit.pdf,6.4000001,3.20000005,847,"5,6",45,"1,6",100,POINT (12.592889163763974 55.66795540243491)
trafiktaelling.147,467,Rådvadsvej,vest for Frederiksborgvej,139 eller 140,3,Andre faste tællinger,2858,"1,1",3300,3700,461,,500,600,,,,,,,,,,,20140507,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/bkVG3u6kc2.pdf,1.10000002,,25,,,,,POINT (12.529691551199551 55.720915386409345)
trafiktaelling.148,477,Englandsvej,syd for Sundbyvestervej,148,3,Andre faste tællinger,9053,"3,8",10600,11900,2163,"6,7",2200,2600,,,,,,,,,,,20190612,2019,https://kk.sites.itera.dk/apps/kk_trafik/pdf/zZVuMDzqbB.pdf,3.79999995,6.69999981,177,"2,0",,,24,POINT (12.598168598146442 55.64573286252504)
trafiktaelling.149,478,Jagtvej,øst for Lyngbyvej,175,3,Andre faste tællinger,15215,"4,4",17800,19900,7022,"2,6",7200,8600,,,,,,,,,,,20190910,2019,https://kk.sites.itera.dk/apps/kk_trafik/pdf/9tvx841dAm.pdf,4.4000001,2.5999999,285,"1,9",92,"1,3",25,POINT (12.564051414660698 55.706747764334814)
trafiktaelling.150,478,Jagtvej,øst for Lyngbyvej,175,3,Andre faste tællinger,15215,"4,4",17800,19900,7022,"2,6",7200,8600,,,,,,,,,,,20190910,2019,https://kk.sites.itera.dk/apps/kk_trafik/pdf/9tvx841dAm.pdf,4.4000001,2.5999999,285,"1,9",92,"1,3",25,POINT (12.564051414660698 55.706747764334814)
trafiktaelling.151,479,Tagensvej,nordvest for Jagtvej,40 eller 41,3,Andre faste tællinger,15113,"4,1",17700,19800,10019,"1,8",10300,12200,,,,,,,,,,,20160922,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/OMEXE47BWJ.pdf,4.0999999,1.79999995,276,,,,,POINT (12.553719497333727 55.69951000919431)
trafiktaelling.152,481,Ågade,vest for Jagtvej,114,3,Andre faste tællinger,41600,"2,3",48700,54500,4600,1,4700,5600,,,,,,,,,,,20120904,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/QSbPg6ixwe.pdf,2.29999995,1,657,,,,,POINT (12.541090617224029 55.68805241544051)
trafiktaelling.153,482,Gammel Jernbanevej,øst for Toftegårds Allé,43 eller 46,3,Andre faste tællinger,4000,"2,3",4700,5200,1600,,1600,2000,,,,,,,,,,,20110412,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/qZus2QyD92.pdf,2.29999995,,54,,,,,POINT (12.51685576884347 55.66436389948568)
