,lat,lng
5638,12.595,55.688
5640,12.596,55.688
5641,12.597,55.688
5644,12.598,55.688
5647,12.543,55.697
5649,12.544,55.697
5654,12.591,55.687
5659,12.561,55.667
5660,12.56,55.668
5661,12.559,55.668
5663,12.558,55.668
5666,12.559,55.667
5668,12.56,55.667
5669,12.552,55.698
5674,12.55,55.699
5677,12.549,55.699
5678,12.545,55.697
5685,12.544,55.695
5687,12.543,55.695
5689,12.543,55.694
5692,12.542,55.694
5696,12.542,55.693
5697,12.541,55.693
5701,12.541,55.692
5706,12.539,55.691
5713,12.543,55.696
5719,12.548,55.699
5721,12.547,55.7
5724,12.546,55.7
5727,12.594,55.696
5730,12.595,55.697
5731,12.595,55.698
5733,12.551,55.696
5739,12.546,55.697
5741,12.547,55.698
5744,12.539,55.698
5745,12.538,55.698
5747,12.537,55.698
5750,12.553,55.698
5753,12.552,55.699
5757,12.551,55.699
5762,12.549,55.7
5766,12.548,55.7
5775,12.547,55.701
5778,12.547,55.697
5779,12.548,55.697
5781,12.548,55.698
5782,12.549,55.698
5793,12.551,55.7
5794,12.552,55.7
5797,12.552,55.701
5801,12.584,55.685
5803,12.584,55.684
5806,12.585,55.684
5809,12.587,55.684
5810,12.588,55.683
5812,12.589,55.683
5814,12.547,55.696
5818,12.548,55.696
5851,12.553,55.699
5853,12.553,55.7
5856,12.542,55.697
5860,12.542,55.698
5870,12.543,55.698
5874,12.592,55.672
5881,12.594,55.673
5889,12.54,55.699
5894,12.539,55.699
5900,12.576,55.691
5902,12.574,55.692
5903,12.542,55.699
5904,12.541,55.699
5911,12.54,55.698
5915,12.538,55.7
5917,12.538,55.699
5919,12.537,55.699
5925,12.539,55.697
5944,12.539,55.693
5953,12.544,55.698
5954,12.545,55.698
5960,12.545,55.699
5961,12.546,55.699
5981,12.549,55.701
6011,12.55,55.701
6016,12.551,55.701
6023,12.539,55.695
6024,12.538,55.695
6032,12.57,55.671
6033,12.57,55.672
6037,12.539,55.692
6040,12.538,55.693
6051,12.538,55.696
6055,12.538,55.697
6078,12.548,55.695
6084,12.587,55.689
6109,12.597,55.689
6110,12.598,55.689
6113,12.588,55.692
6114,12.59,55.693
6115,12.591,55.693
6117,12.592,55.694
6120,12.593,55.694
6121,12.563,55.679
6123,12.562,55.679
6143,12.568,55.685
6147,12.566,55.686
6149,12.539,55.701
6156,12.54,55.701
6172,12.54,55.702
6174,12.54,55.703
6175,12.542,55.689
6177,12.541,55.689
6200,12.548,55.701
6202,12.548,55.702
6204,12.549,55.702
6212,12.543,55.69
6213,12.542,55.69
6226,12.572,55.684
6233,12.569,55.684
6265,12.557,55.704
6285,12.546,55.693
6289,12.545,55.693
6290,12.545,55.694
6293,12.544,55.694
6299,12.543,55.699
6302,12.545,55.7
6308,12.545,55.701
6309,12.546,55.701
6312,12.544,55.69
6313,12.544,55.691
6316,12.543,55.691
6317,12.543,55.692
6319,12.543,55.693
6329,12.554,55.7
6340,12.551,55.702
6348,12.553,55.704
6350,12.554,55.704
6355,12.555,55.704
6358,12.557,55.703
6360,12.547,55.693
6368,12.562,55.673
6369,12.562,55.672
6377,12.563,55.671
6386,12.564,55.67
6390,12.59,55.685
6410,12.589,55.685
6428,12.546,55.692
6429,12.545,55.692
6430,12.544,55.693
6449,12.555,55.702
6451,12.556,55.703
6457,12.558,55.703
6458,12.545,55.691
6460,12.559,55.703
6472,12.557,55.707
6475,12.591,55.685
6477,12.592,55.684
6480,12.593,55.684
6484,12.554,55.703
6511,12.579,55.694
6513,12.578,55.695
6515,12.545,55.703
6517,12.546,55.702
6519,12.541,55.696
6526,12.539,55.696
6555,12.536,55.691
6583,12.582,55.695
6584,12.581,55.696
6586,12.58,55.696
6593,12.549,55.703
6598,12.548,55.703
6601,12.547,55.703
6607,12.544,55.705
6608,12.543,55.706
6610,12.542,55.706
6620,12.589,55.686
6622,12.588,55.686
6649,12.543,55.701
6656,12.541,55.7
6658,12.541,55.701
6665,12.538,55.692
6669,12.537,55.693
6681,12.541,55.69
6699,12.591,55.686
6700,12.59,55.686
6721,12.544,55.7
6727,12.542,55.701
6738,12.538,55.701
6742,12.542,55.702
6748,12.594,55.685
6751,12.592,55.685
6755,12.59,55.679
6756,12.591,55.678
6759,12.547,55.695
6810,12.585,55.69
6811,12.561,55.711
6824,12.565,55.712
6825,12.566,55.712
6826,12.569,55.675
6828,12.57,55.675
6829,12.622,55.657
6833,12.623,55.657
6839,12.624,55.656
6840,12.624,55.655
6841,12.624,55.657
6844,12.625,55.656
6846,12.604,55.664
6847,12.605,55.664
6848,12.606,55.663
6849,12.607,55.663
6850,12.608,55.662
6852,12.575,55.693
6853,12.555,55.684
6857,12.555,55.685
6858,12.554,55.685
6863,12.553,55.685
6867,12.552,55.685
6870,12.616,55.658
6873,12.617,55.659
6875,12.618,55.659
6877,12.619,55.659
6881,12.619,55.658
6884,12.558,55.682
6888,12.557,55.683
6911,12.595,55.695
6912,12.596,55.695
6913,12.551,55.685
6914,12.55,55.685
6915,12.548,55.685
6919,12.578,55.706
6921,12.579,55.706
6928,12.615,55.659
6931,12.616,55.659
6941,12.618,55.66
6942,12.619,55.66
6948,12.579,55.697
6951,12.565,55.67
6970,12.565,55.669
7016,12.565,55.668
7025,12.564,55.668
7035,12.564,55.667
7037,12.563,55.667
7044,12.562,55.667
7045,12.559,55.665
7050,12.577,55.702
7051,12.621,55.657
7059,12.625,55.658
7076,12.618,55.658
7077,12.594,55.684
7084,12.595,55.686
7087,12.595,55.687
7090,12.596,55.687
7095,12.597,55.675
7099,12.598,55.676
7104,12.621,55.659
7107,12.622,55.658
7109,12.623,55.658
7114,12.626,55.657
7118,12.627,55.657
7122,12.628,55.657
7130,12.629,55.657
7150,12.583,55.706
7152,12.585,55.707
7162,12.627,55.656
7163,12.628,55.656
7171,12.588,55.707
7173,12.589,55.707
7175,12.59,55.707
7176,12.582,55.692
7178,12.581,55.692
7181,12.577,55.715
7185,12.576,55.715
7191,12.575,55.715
7198,12.574,55.715
7202,12.574,55.714
7205,12.573,55.714
7210,12.572,55.714
7214,12.571,55.714
7217,12.57,55.714
7222,12.569,55.714
7223,12.61,55.657
7225,12.61,55.658
7229,12.567,55.687
7234,12.579,55.711
7235,12.579,55.712
7238,12.579,55.713
7242,12.577,55.714
7247,12.576,55.714
7259,12.576,55.716
7262,12.571,55.713
7275,12.57,55.715
7280,12.61,55.655
7283,12.612,55.655
7286,12.613,55.656
7292,12.614,55.656
7295,12.617,55.656
7298,12.574,55.713
7316,12.573,55.715
7330,12.608,55.658
7333,12.609,55.658
7347,12.611,55.66
7354,12.614,55.66
7357,12.555,55.673
7361,12.573,55.713
7393,12.573,55.716
7401,12.625,55.657
7411,12.626,55.656
7414,12.578,55.713
7419,12.58,55.713
7422,12.573,55.717
7423,12.574,55.717
7425,12.575,55.717
7426,12.575,55.716
7431,12.577,55.716
7465,12.617,55.658
7477,12.62,55.658
7480,12.588,55.678
7486,12.59,55.678
7498,12.586,55.679
7501,12.572,55.715
7503,12.572,55.716
7526,12.578,55.704
7531,12.577,55.705
7535,12.577,55.707
7546,12.612,55.663
7552,12.613,55.662
7564,12.553,55.672
7567,12.552,55.672
7569,12.552,55.671
7572,12.552,55.67
7575,12.567,55.676
7577,12.565,55.676
7578,12.567,55.683
7591,12.624,55.659
7594,12.625,55.659
7597,12.626,55.659
7602,12.627,55.659
7603,12.586,55.666
7604,12.582,55.667
7605,12.581,55.668
7607,12.621,55.66
7610,12.622,55.66
7612,12.623,55.66
7615,12.624,55.66
7621,12.625,55.66
7622,12.586,55.672
7623,12.587,55.672
7624,12.588,55.672
7625,12.578,55.708
7628,12.579,55.708
7634,12.581,55.708
7637,12.582,55.708
7650,12.586,55.708
7660,12.589,55.709
7661,12.582,55.682
7662,12.582,55.683
7663,12.583,55.683
7664,12.583,55.684
7678,12.585,55.685
7682,12.591,55.7
7691,12.617,55.66
7695,12.561,55.687
7696,12.561,55.686
7697,12.56,55.686
7732,12.582,55.705
7742,12.565,55.665
7743,12.563,55.664
7744,12.561,55.663
7745,12.579,55.669
7747,12.579,55.668
7762,12.623,55.663
7764,12.624,55.662
7765,12.625,55.662
7768,12.625,55.661
7777,12.626,55.66
7787,12.628,55.658
7789,12.58,55.697
7806,12.584,55.698
7811,12.585,55.698
7820,12.586,55.699
7825,12.587,55.699
7833,12.588,55.699
7844,12.59,55.689
7848,12.62,55.66
7852,12.576,55.699
7853,12.576,55.7
7856,12.574,55.7
7857,12.573,55.701
7858,12.572,55.702
7859,12.57,55.703
7861,12.569,55.703
7862,12.568,55.704
7864,12.566,55.705
7867,12.565,55.706
7870,12.564,55.706
7880,12.592,55.697
7891,12.592,55.698
7894,12.592,55.699
7905,12.561,55.672
7933,12.624,55.658
7943,12.591,55.703
7948,12.577,55.693
7949,12.576,55.694
7952,12.615,55.66
7953,12.616,55.66
7960,12.591,55.705
7965,12.59,55.706
7972,12.589,55.708
8003,12.6,55.661
8005,12.573,55.691
8006,12.603,55.662
8022,12.599,55.665
8027,12.623,55.659
8034,12.608,55.665
8035,12.608,55.664
8042,12.62,55.659
8048,12.622,55.659
8054,12.609,55.662
8059,12.621,55.661
8063,12.61,55.656
8066,12.609,55.655
8076,12.607,55.655
8081,12.613,55.66
8084,12.577,55.71
8085,12.576,55.71
8087,12.575,55.71
8089,12.574,55.71
8092,12.573,55.71
8093,12.572,55.71
8096,12.571,55.71
8099,12.57,55.71
8101,12.611,55.653
8104,12.609,55.653
8107,12.607,55.654
8110,12.605,55.654
8111,12.604,55.654
8117,12.591,55.688
8121,12.569,55.71
8130,12.575,55.712
8138,12.575,55.711
8143,12.559,55.669
8144,12.611,55.654
8149,12.609,55.654
8158,12.574,55.712
8170,12.607,55.658
8173,12.608,55.657
8179,12.609,55.656
8182,12.607,55.656
8191,12.584,55.682
8192,12.584,55.683
8206,12.586,55.684
8207,12.586,55.685
8209,12.609,55.657
8215,12.607,55.657
8218,12.606,55.657
8220,12.606,55.656
8229,12.569,55.712
8232,12.568,55.712
8236,12.567,55.712
8237,12.577,55.713
8239,12.576,55.713
8249,12.573,55.712
8253,12.572,55.712
8257,12.571,55.712
8263,12.57,55.712
8266,12.569,55.711
8272,12.568,55.711
8275,12.567,55.711
8294,12.576,55.711
8298,12.558,55.669
8300,12.557,55.669
8395,12.608,55.656
8397,12.606,55.655
8399,12.605,55.655
8412,12.564,55.679
8414,12.565,55.679
8433,12.563,55.711
8436,12.562,55.711
8454,12.592,55.686
8455,12.592,55.687
8457,12.593,55.687
8464,12.588,55.682
8470,12.589,55.682
8481,12.59,55.684
8518,12.561,55.714
8519,12.562,55.714
8520,12.563,55.714
8521,12.564,55.714
8523,12.564,55.715
8524,12.565,55.715
8549,12.563,55.708
8579,12.563,55.676
8586,12.563,55.677
8589,12.578,55.71
8591,12.579,55.71
8594,12.58,55.71
8596,12.581,55.71
8598,12.582,55.71
8599,12.583,55.71
8647,12.615,55.654
8651,12.572,55.713
8669,12.571,55.715
8674,12.561,55.676
8677,12.559,55.676
8678,12.562,55.676
8689,12.578,55.711
8700,12.578,55.709
8713,12.578,55.712
8724,12.578,55.714
8729,12.578,55.715
8737,12.578,55.716
8738,12.615,55.655
8741,12.616,55.654
8750,12.612,55.657
8755,12.575,55.713
8758,12.575,55.714
8783,12.587,55.693
8799,12.586,55.695
8802,12.589,55.679
8816,12.592,55.678
8824,12.569,55.715
8826,12.611,55.658
8866,12.57,55.713
8868,12.569,55.713
8913,12.568,55.672
8916,12.569,55.671
8921,12.569,55.67
8925,12.57,55.669
8928,12.572,55.668
8933,12.611,55.659
8938,12.612,55.658
8945,12.613,55.657
8955,12.613,55.655
8956,12.614,55.655
8959,12.561,55.673
8979,12.568,55.713
8981,12.567,55.713
8983,12.564,55.678
8993,12.565,55.678
8996,12.614,55.658
8998,12.613,55.658
9000,12.577,55.711
9008,12.572,55.711
9009,12.571,55.711
9018,12.618,55.654
9033,12.571,55.709
9048,12.57,55.711
9079,12.574,55.711
9103,12.612,55.654
9133,12.616,55.657
9134,12.617,55.657
9141,12.618,55.655
9146,12.619,55.654
9148,12.572,55.708
9149,12.572,55.709
9174,12.589,55.676
9183,12.577,55.712
9185,12.576,55.712
9218,12.602,55.677
9219,12.602,55.676
9220,12.603,55.676
9221,12.576,55.717
9224,12.575,55.719
9226,12.575,55.72
9229,12.517,55.668
9231,12.578,55.679
9235,12.577,55.68
9238,12.576,55.68
9256,12.571,55.696
9257,12.546,55.665
9265,12.582,55.681
9275,12.539,55.669
9276,12.538,55.669
9278,12.537,55.668
9280,12.536,55.668
9281,12.588,55.673
9286,12.589,55.673
9292,12.575,55.721
9297,12.575,55.722
9301,12.575,55.723
9303,12.605,55.666
9305,12.605,55.665
9307,12.606,55.665
9308,12.574,55.696
9315,12.589,55.674
9318,12.59,55.674
9320,12.591,55.674
9322,12.591,55.675
9326,12.592,55.676
9327,12.593,55.676
9329,12.594,55.676
9332,12.595,55.676
9333,12.595,55.677
9335,12.596,55.677
9336,12.597,55.677
9338,12.598,55.678
9344,12.544,55.669
9345,12.545,55.669
9347,12.578,55.702
9350,12.51,55.667
9353,12.509,55.667
9357,12.508,55.667
9362,12.507,55.667
9367,12.506,55.667
9372,12.505,55.667
9381,12.512,55.667
9382,12.511,55.667
9389,12.587,55.706
9396,12.56,55.681
9402,12.545,55.664
9403,12.545,55.687
9404,12.544,55.687
9408,12.543,55.688
9415,12.542,55.688
9420,12.574,55.719
9423,12.573,55.719
9435,12.508,55.668
9440,12.508,55.669
9442,12.563,55.678
9449,12.563,55.68
9451,12.588,55.708
9459,12.598,55.662
9462,12.599,55.661
9468,12.555,55.683
9469,12.546,55.687
9471,12.546,55.686
9472,12.579,55.681
9474,12.58,55.681
9476,12.559,55.675
9482,12.606,55.664
9488,12.609,55.664
9489,12.577,55.717
9490,12.578,55.717
9492,12.579,55.717
9493,12.579,55.718
9494,12.58,55.718
9497,12.581,55.718
9505,12.582,55.718
9506,12.583,55.718
9507,12.552,55.687
9512,12.551,55.688
9516,12.509,55.668
9518,12.509,55.669
9522,12.605,55.667
9526,12.562,55.674
9527,12.562,55.675
9537,12.562,55.677
9539,12.575,55.666
9540,12.575,55.665
9544,12.577,55.665
9550,12.578,55.665
9551,12.578,55.664
9552,12.579,55.664
9557,12.58,55.664
9560,12.58,55.663
9561,12.581,55.663
9563,12.585,55.681
9564,12.584,55.681
9565,12.583,55.681
9588,12.507,55.668
9590,12.507,55.669
9595,12.553,55.669
9597,12.553,55.668
9610,12.581,55.717
9611,12.583,55.717
9620,12.553,55.671
9626,12.553,55.67
9635,12.52,55.667
9639,12.542,55.665
9644,12.541,55.664
9649,12.588,55.691
9658,12.577,55.718
9664,12.577,55.719
9669,12.577,55.72
9674,12.577,55.721
9678,12.577,55.722
9692,12.585,55.715
9694,12.586,55.714
9699,12.603,55.661
9706,12.582,55.697
9710,12.583,55.697
9712,12.584,55.697
9724,12.587,55.698
9729,12.588,55.698
9732,12.589,55.698
9742,12.545,55.69
9762,12.511,55.669
9765,12.51,55.669
9780,12.506,55.669
9783,12.505,55.669
9788,12.589,55.697
9789,12.566,55.677
9790,12.564,55.677
9828,12.574,55.681
9832,12.574,55.682
9836,12.573,55.682
9837,12.578,55.681
9841,12.581,55.707
9868,12.578,55.722
9871,12.578,55.721
9873,12.579,55.721
9878,12.58,55.721
9879,12.581,55.721
9884,12.582,55.72
9889,12.583,55.72
9899,12.582,55.707
9902,12.587,55.64
9903,12.587,55.639
9910,12.576,55.709
9916,12.574,55.707
9932,12.574,55.665
9937,12.589,55.642
9938,12.589,55.643
9944,12.589,55.644
9947,12.589,55.645
9948,12.512,55.668
9951,12.575,55.69
9952,12.578,55.69
9966,12.596,55.664
9970,12.58,55.669
9999,12.59,55.643
10000,12.591,55.643
10008,12.578,55.666
10027,12.572,55.696
10030,12.58,55.682
10037,12.547,55.673
10039,12.601,55.675
10041,12.592,55.649
10042,12.592,55.648
10043,12.592,55.647
10047,12.592,55.646
10052,12.592,55.645
10055,12.592,55.644
10063,12.57,55.679
10065,12.57,55.68
10068,12.569,55.68
10070,12.569,55.681
10074,12.582,55.689
10076,12.555,55.67
10087,12.552,55.669
10094,12.572,55.697
10101,12.587,55.634
10106,12.587,55.633
10108,12.586,55.63
10109,12.588,55.633
10112,12.585,55.634
10114,12.584,55.634
10131,12.59,55.695
10133,12.589,55.695
10137,12.56,55.688
10141,12.559,55.688
10142,12.559,55.687
10147,12.558,55.687
10148,12.558,55.686
10153,12.557,55.685
10156,12.556,55.685
10161,12.557,55.673
10172,12.556,55.67
10178,12.587,55.691
10185,12.584,55.635
10196,12.583,55.63
10207,12.588,55.643
10211,12.587,55.643
10228,12.575,55.674
10233,12.576,55.673
10237,12.577,55.673
10239,12.577,55.672
10295,12.581,55.719
10302,12.581,55.72
10310,12.574,55.72
10315,12.573,55.721
10328,12.573,55.722
10335,12.585,55.699
10367,12.576,55.682
10370,12.577,55.682
10384,12.582,55.635
10385,12.583,55.635
10391,12.576,55.72
10406,12.573,55.72
10425,12.597,55.664
10446,12.605,55.663
10448,12.577,55.681
10487,12.558,55.665
10488,12.557,55.665
10491,12.556,55.665
10495,12.555,55.665
10498,12.554,55.665
10504,12.553,55.665
10506,12.552,55.664
10510,12.585,55.682
10517,12.587,55.683
10526,12.588,55.684
10527,12.588,55.685
10544,12.549,55.664
10548,12.548,55.664
10549,12.547,55.664
10556,12.545,55.663
10561,12.543,55.663
10563,12.542,55.663
10569,12.578,55.707
10578,12.599,55.662
10584,12.597,55.662
10585,12.589,55.702
10587,12.589,55.703
10594,12.591,55.642
10596,12.59,55.641
10601,12.589,55.641
10604,12.575,55.68
10606,12.574,55.68
10614,12.59,55.642
10619,12.588,55.642
10623,12.587,55.641
10624,12.586,55.641
10630,12.571,55.672
10648,12.557,55.672
10653,12.558,55.671
10690,12.578,55.718
10704,12.583,55.719
10709,12.578,55.682
10711,12.579,55.683
10717,12.547,55.686
10718,12.547,55.685
10722,12.565,55.675
10735,12.565,55.731
10739,12.566,55.731
10760,12.576,55.728
10763,12.575,55.728
10764,12.574,55.728
10768,12.573,55.728
10771,12.572,55.728
10774,12.571,55.728
10777,12.57,55.728
10779,12.569,55.729
10783,12.561,55.674
10807,12.61,55.663
10810,12.575,55.724
10817,12.574,55.724
10820,12.574,55.725
10825,12.574,55.726
10826,12.574,55.727
10831,12.567,55.728
10833,12.566,55.728
10836,12.566,55.729
10841,12.565,55.729
10842,12.565,55.73
10855,12.572,55.678
10856,12.571,55.678
10865,12.57,55.678
10881,12.57,55.677
10886,12.569,55.677
10908,12.546,55.671
10916,12.545,55.668
10918,12.544,55.668
10920,12.544,55.667
10928,12.546,55.667
10929,12.545,55.667
10936,12.587,55.679
10939,12.587,55.678
10947,12.588,55.677
10952,12.595,55.689
10956,12.573,55.723
10958,12.573,55.724
10977,12.558,55.69
10981,12.559,55.69
10986,12.56,55.69
10987,12.56,55.691
11001,12.586,55.671
11006,12.575,55.726
11010,12.575,55.727
11020,12.576,55.727
11032,12.539,55.664
11035,12.581,55.68
11040,12.57,55.696
11041,12.57,55.697
11042,12.569,55.697
11043,12.568,55.698
11044,12.566,55.699
11045,12.565,55.7
11054,12.574,55.679
11059,12.573,55.679
11071,12.547,55.669
11078,12.588,55.694
11079,12.589,55.694
11080,12.57,55.723
11081,12.571,55.723
11083,12.572,55.724
11106,12.576,55.724
11108,12.577,55.724
11109,12.577,55.723
11111,12.578,55.723
11113,12.577,55.725
11116,12.576,55.725
11117,12.575,55.725
11128,12.573,55.725
11130,12.572,55.725
11133,12.571,55.725
11134,12.571,55.726
11140,12.57,55.726
11141,12.569,55.726
11178,12.552,55.668
11183,12.58,55.675
11192,12.578,55.68
11201,12.577,55.679
11202,12.576,55.679
11207,12.551,55.674
11209,12.55,55.673
11233,12.551,55.695
11234,12.55,55.696
11235,12.598,55.661
11242,12.57,55.724
11246,12.569,55.725
11250,12.569,55.727
11259,12.569,55.728
11265,12.569,55.73
11268,12.568,55.73
11270,12.558,55.683
11273,12.563,55.728
11277,12.563,55.727
11278,12.562,55.725
11281,12.564,55.681
11282,12.563,55.682
11287,12.562,55.682
11293,12.564,55.731
11299,12.563,55.731
11307,12.563,55.729
11310,12.564,55.729
11312,12.564,55.73
11325,12.55,55.694
11329,12.569,55.679
11332,12.568,55.68
11336,12.574,55.729
11338,12.573,55.729
11341,12.572,55.729
11344,12.571,55.729
11348,12.57,55.729
11354,12.566,55.678
11355,12.567,55.678
11358,12.567,55.677
11359,12.568,55.677
11380,12.579,55.693
11382,12.572,55.679
11385,12.571,55.679
11395,12.569,55.678
11401,12.568,55.678
11452,12.539,55.668
11488,12.578,55.724
11499,12.577,55.726
11501,12.576,55.726
11510,12.576,55.729
11514,12.555,55.671
11517,12.556,55.671
11531,12.571,55.727
11532,12.57,55.727
11556,12.554,55.666
11562,12.58,55.665
11564,12.574,55.721
11566,12.595,55.684
11568,12.596,55.685
11570,12.597,55.686
11575,12.554,55.695
11599,12.553,55.697
11611,12.554,55.698
11618,12.555,55.698
11628,12.583,55.682
11638,12.581,55.682
11643,12.58,55.683
11658,12.583,55.721
11659,12.583,55.722
11670,12.578,55.719
11672,12.579,55.719
11676,12.58,55.719
11686,12.582,55.719
11705,12.505,55.668
11734,12.555,55.666
11745,12.556,55.69
11746,12.555,55.689
11750,12.555,55.688
11758,12.553,55.687
11793,12.579,55.72
11795,12.568,55.684
11803,12.506,55.668
11817,12.514,55.667
11819,12.574,55.689
11820,12.572,55.691
11823,12.511,55.668
11827,12.566,55.685
11834,12.576,55.705
11837,12.573,55.705
11883,12.514,55.668
11889,12.584,55.717
11890,12.584,55.718
11900,12.579,55.662
11901,12.579,55.663
11904,12.559,55.691
11922,12.555,55.694
11933,12.572,55.68
11934,12.571,55.68
11948,12.568,55.679
11952,12.567,55.679
11954,12.566,55.679
11959,12.577,55.666
11966,12.579,55.665
11978,12.581,55.664
11984,12.582,55.664
11985,12.583,55.664
11986,12.562,55.699
11993,12.576,55.723
12007,12.574,55.723
12016,12.572,55.723
12018,12.571,55.722
12026,12.561,55.675
12038,12.581,55.681
12071,12.583,55.704
12079,12.58,55.72
12087,12.592,55.681
12092,12.593,55.681
12098,12.593,55.682
12099,12.594,55.682
12110,12.575,55.718
12113,12.574,55.718
12122,12.572,55.72
12126,12.572,55.721
12135,12.541,55.668
12141,12.56,55.689
12148,12.561,55.69
12172,12.506,55.666
12221,12.514,55.669
12222,12.513,55.669
12223,12.512,55.669
12224,12.515,55.667
12254,12.565,55.701
12262,12.564,55.701
12264,12.564,55.702
12268,12.563,55.702
12272,12.563,55.703
12289,12.564,55.703
12295,12.564,55.704
12301,12.572,55.673
12302,12.571,55.673
12307,12.569,55.672
12310,12.576,55.684
12313,12.574,55.684
12323,12.579,55.722
12324,12.58,55.722
12325,12.581,55.722
12334,12.558,55.691
12335,12.555,55.686
12369,12.576,55.681
12395,12.548,55.694
12406,12.59,55.673
12423,12.575,55.683
12424,12.574,55.683
12446,12.558,55.685
12454,12.556,55.686
12458,12.555,55.687
12459,12.554,55.687
12463,12.59,55.655
12464,12.59,55.653
12466,12.589,55.653
12468,12.589,55.652
12470,12.588,55.65
12473,12.588,55.649
12474,12.59,55.698
12477,12.588,55.697
12503,12.56,55.673
12504,12.559,55.673
12510,12.591,55.662
12513,12.575,55.696
12515,12.575,55.697
12540,12.592,55.659
12541,12.59,55.659
12542,12.589,55.659
12569,12.542,55.669
12593,12.593,55.653
12596,12.542,55.687
12626,12.599,55.66
12653,12.596,55.672
12654,12.579,55.682
12665,12.578,55.693
12667,12.562,55.686
12686,12.556,55.688
12690,12.585,55.663
12691,12.584,55.662
12693,12.584,55.661
12695,12.584,55.66
12699,12.584,55.659
12706,12.583,55.659
12719,12.584,55.658
12723,12.585,55.658
12724,12.585,55.657
12725,12.586,55.657
12728,12.587,55.657
12736,12.587,55.656
12753,12.588,55.656
12758,12.588,55.655
12759,12.589,55.655
12790,12.589,55.654
12794,12.588,55.653
12795,12.588,55.652
12796,12.585,55.645
12799,12.578,55.662
12809,12.592,55.652
12810,12.591,55.651
12813,12.579,55.704
12823,12.55,55.674
12841,12.552,55.665
12846,12.594,55.654
12848,12.594,55.653
12855,12.593,55.652
12862,12.593,55.651
12865,12.592,55.651
12866,12.592,55.65
12876,12.573,55.683
12888,12.588,55.667
12891,12.587,55.667
12893,12.587,55.666
12903,12.586,55.665
12913,12.564,55.682
12922,12.579,55.707
12940,12.593,55.66
12941,12.591,55.66
12942,12.59,55.66
12943,12.589,55.66
12975,12.595,55.649
12993,12.583,55.663
12994,12.582,55.663
12999,12.547,55.666
13007,12.59,55.652
13040,12.538,55.668
13043,12.537,55.667
13064,12.59,55.694
13074,12.591,55.695
13077,12.555,55.669
13078,12.556,55.669
13098,12.576,55.692
13109,12.578,55.694
13114,12.579,55.695
13115,12.58,55.695
13128,12.554,55.671
13148,12.576,55.672
13173,12.585,55.702
13176,12.609,55.665
13247,12.578,55.688
13248,12.579,55.688
13254,12.584,55.69
13283,12.543,55.668
13293,12.602,55.678
13315,12.603,55.679
13317,12.574,55.693
13345,12.577,55.695
13351,12.579,55.696
13361,12.566,55.69
13370,12.563,55.692
13389,12.543,55.687
13399,12.549,55.672
13408,12.592,55.655
13413,12.59,55.65
13419,12.589,55.649
13457,12.591,55.65
13461,12.589,55.65
13466,12.578,55.663
13493,12.598,55.666
13537,12.594,55.662
13538,12.593,55.661
13583,12.577,55.694
13589,12.607,55.677
13591,12.608,55.677
13595,12.608,55.678
13597,12.609,55.678
13598,12.609,55.679
13600,12.61,55.679
13601,12.61,55.68
13604,12.61,55.681
13607,12.61,55.682
13609,12.61,55.683
13613,12.56,55.692
13623,12.602,55.675
13627,12.602,55.674
13628,12.603,55.674
13632,12.604,55.675
13637,12.605,55.675
13639,12.607,55.676
13644,12.573,55.684
13647,12.6,55.662
13650,12.59,55.645
13651,12.59,55.644
13656,12.58,55.7
13661,12.555,55.682
13695,12.57,55.682
13696,12.571,55.683
13708,12.554,55.689
13709,12.553,55.689
13717,12.582,55.694
13742,12.548,55.688
13765,12.585,55.635
13767,12.585,55.63
13773,12.556,55.7
13774,12.557,55.701
13775,12.558,55.702
13787,12.56,55.704
13796,12.562,55.706
13806,12.587,55.645
13808,12.587,55.644
13814,12.586,55.642
13841,12.589,55.64
13850,12.586,55.639
13864,12.567,55.694
13867,12.565,55.696
13868,12.564,55.696
13869,12.564,55.697
13870,12.563,55.697
13890,12.567,55.707
13891,12.568,55.707
13900,12.58,55.677
13902,12.579,55.677
13917,12.549,55.685
13923,12.564,55.692
13924,12.566,55.693
13925,12.566,55.694
13928,12.586,55.64
13932,12.585,55.639
13939,12.575,55.681
13942,12.573,55.681
13944,12.572,55.681
13946,12.571,55.681
13983,12.582,55.676
13989,12.583,55.675
14034,12.589,55.639
14036,12.589,55.638
14039,12.588,55.636
14043,12.588,55.635
14051,12.588,55.632
14052,12.588,55.631
14053,12.588,55.63
14058,12.549,55.695
14084,12.554,55.699
14089,12.579,55.709
14093,12.538,55.667
14143,12.587,55.696
14146,12.588,55.696
17432,12.546,55.669
18627,12.566,55.684
24756,12.573,55.677
25935,12.606,55.682
25936,12.607,55.682
26147,12.604,55.681
26148,12.603,55.682
26157,12.57,55.686
26159,12.571,55.687
26208,12.567,55.691
26239,12.605,55.682
26240,12.607,55.681
26411,12.605,55.681
26430,12.579,55.687
26485,12.603,55.68
26486,12.602,55.68
26907,12.614,55.682
26911,12.615,55.681
26912,12.617,55.68
26913,12.617,55.679
26914,12.619,55.677
26930,12.606,55.672
26931,12.611,55.673
26932,12.611,55.674
26933,12.612,55.674
26935,12.613,55.674
26936,12.613,55.675
26938,12.615,55.675
26939,12.617,55.676
26940,12.618,55.676
26947,12.616,55.675
26948,12.621,55.669
