,lat,lng
3782,12.5719,55.6715
3783,12.5721,55.6714
3784,12.5735,55.6707
3785,12.5736,55.6706
3786,12.5561,55.6955
3789,12.556,55.696
3791,12.556,55.6961
3793,12.556,55.6962
3795,12.5559,55.6966
3796,12.5558,55.697
3797,12.5558,55.6971
3799,12.5556,55.6983
3801,12.5192,55.6649
3803,12.5183,55.665
3804,12.5172,55.6653
3805,12.517,55.6653
3806,12.5169,55.6653
3809,12.5167,55.6654
3811,12.5158,55.6656
3812,12.5156,55.6656
3814,12.5154,55.6657
3815,12.6005,55.6647
3820,12.6021,55.665
3822,12.6028,55.6652
3824,12.6029,55.6652
3825,12.6035,55.6653
3827,12.5733,55.6762
3828,12.5734,55.6762
3829,12.5737,55.676
3830,12.5772,55.7083
3831,12.5768,55.7084
3832,12.5768,55.7087
3833,12.5768,55.7088
3834,12.6064,55.6609
3836,12.6065,55.6609
3837,12.6067,55.6608
3838,12.6068,55.6607
3839,12.6069,55.6607
3840,12.607,55.6607
3842,12.6073,55.6606
3843,12.6075,55.6605
3844,12.608,55.66
3845,12.5893,55.6865
3846,12.589,55.6866
3847,12.588,55.6869
3849,12.5879,55.6869
3851,12.5878,55.6869
3853,12.5866,55.6872
3855,12.5865,55.6873
3857,12.5864,55.6873
3859,12.586,55.6874
3860,12.5859,55.6874
3862,12.5858,55.6874
3863,12.5857,55.6875
3865,12.5854,55.6876
3866,12.5851,55.6876
3871,12.5848,55.6877
3873,12.5839,55.688
3874,12.5834,55.6881
3876,12.5833,55.6881
3877,12.5594,55.6919
3878,12.5591,55.692
3879,12.5587,55.6921
3880,12.5583,55.6923
3882,12.516,55.6645
3884,12.515,55.6649
3885,12.5149,55.6649
3886,12.5148,55.6649
3889,12.514,55.665
3890,12.5139,55.665
3893,12.5132,55.6651
3896,12.5138,55.6659
3901,12.5137,55.6659
3907,12.5136,55.6659
3911,12.5131,55.6651
3913,12.5129,55.6647
3914,12.5128,55.6647
3916,12.5128,55.6646
3917,12.5128,55.6643
3919,12.6065,55.665
3922,12.6067,55.6646
3923,12.6068,55.6644
3924,12.607,55.6642
3927,12.6071,55.6641
3931,12.6071,55.664
3932,12.6072,55.6639
3933,12.5734,55.6887
3934,12.5733,55.6887
3935,12.5706,55.69
3936,12.5705,55.69
3937,12.584,55.6937
3938,12.5838,55.6935
3940,12.5835,55.6934
3941,12.5833,55.6933
3942,12.5831,55.6931
3944,12.583,55.6931
3946,12.5829,55.693
3948,12.5825,55.6929
3949,12.5823,55.6928
3950,12.5819,55.6926
3951,12.5757,55.6754
3953,12.5764,55.6749
3955,12.5234,55.6663
3956,12.5235,55.6657
3957,12.5236,55.6655
3958,12.5237,55.6652
3961,12.5238,55.6648
3962,12.5238,55.6646
3963,12.5239,55.6645
3964,12.524,55.664
3968,12.5946,55.6655
3969,12.5945,55.6655
3970,12.5939,55.6656
3971,12.5936,55.6656
3972,12.5928,55.6657
3975,12.5138,55.6646
3976,12.5137,55.6643
3977,12.5137,55.6641
3978,12.5136,55.664
3979,12.5547,55.6906
3981,12.5551,55.6908
3982,12.5552,55.6909
3983,12.5556,55.6912
3984,12.5558,55.6913
3985,12.5562,55.6916
3986,12.5564,55.6917
3987,12.5567,55.6919
3988,12.5569,55.692
4002,12.5811,55.7014
4004,12.5818,55.701
4005,12.5819,55.7009
4006,12.6063,55.6661
4007,12.6069,55.6663
4008,12.6078,55.6665
4010,12.6083,55.6666
4011,12.6099,55.6669
4012,12.6112,55.6672
4013,12.5642,55.685
4014,12.5648,55.6848
4017,12.5147,55.6643
4018,12.515,55.664
4019,12.5159,55.664
4021,12.6032,55.6631
4022,12.6033,55.6631
4023,12.6034,55.6629
4024,12.6037,55.6627
4026,12.6038,55.6627
4028,12.6038,55.6626
4029,12.604,55.6625
4030,12.6043,55.6623
4032,12.6043,55.6622
4034,12.6044,55.6622
4035,12.6045,55.6621
4036,12.6046,55.6621
4037,12.6052,55.6619
4038,12.6053,55.6619
4039,12.6054,55.6619
4041,12.6062,55.6617
4042,12.6063,55.6617
4044,12.6065,55.6617
4045,12.6071,55.6615
4046,12.6072,55.6615
4047,12.5639,55.6801
4048,12.5649,55.6815
4049,12.565,55.6816
4050,12.5652,55.6818
4051,12.5652,55.6819
4053,12.5654,55.6821
4054,12.5656,55.6823
4055,12.5657,55.6825
4056,12.5659,55.6827
4057,12.566,55.6828
4058,12.5662,55.683
4059,12.5662,55.6831
4062,12.5665,55.6834
4063,12.5669,55.6838
4064,12.5671,55.684
4065,12.5674,55.6842
4067,12.5763,55.6784
4070,12.5765,55.6782
4072,12.5766,55.6781
4073,12.5767,55.678
4075,12.5768,55.6779
4077,12.5769,55.6778
4081,12.4839,55.6828
4082,12.4836,55.6834
4083,12.4836,55.6837
4085,12.4832,55.6848
4087,12.4831,55.6849
4088,12.4828,55.6861
4089,12.4827,55.6862
4091,12.4826,55.6866
4093,12.4824,55.687
4095,12.4824,55.6871
4096,12.4822,55.6878
4098,12.4821,55.6879
4099,12.4821,55.688
4101,12.4821,55.6881
4102,12.482,55.6885
4103,12.4819,55.6888
4105,12.4817,55.6894
4107,12.5131,55.6652
4108,12.5126,55.6652
4109,12.5119,55.6653
4110,12.5119,55.6654
4111,12.5109,55.6658
4113,12.5613,55.688
4114,12.5623,55.6889
4115,12.5624,55.6889
4116,12.563,55.6895
4117,12.5634,55.6897
4120,12.5685,55.6851
4122,12.5691,55.6856
4123,12.5519,55.6857
4124,12.5518,55.6858
4125,12.5514,55.6859
4126,12.5512,55.686
4127,12.5511,55.686
4129,12.551,55.686
4130,12.5497,55.6865
4131,12.5495,55.6866
4134,12.549,55.6867
4138,12.5486,55.6869
4139,12.5481,55.6871
4140,12.5478,55.6872
4141,12.5476,55.6872
4143,12.5475,55.6873
4144,12.5472,55.6874
4145,12.5466,55.6876
4147,12.5462,55.6878
4148,12.5457,55.6879
4149,12.5452,55.6881
4151,12.5449,55.6882
4152,12.5445,55.6884
4154,12.5442,55.6885
4156,12.5441,55.6885
4157,12.5429,55.6889
4158,12.601,55.6764
4159,12.6012,55.6766
4163,12.5232,55.664
4165,12.5224,55.664
4167,12.5216,55.664
4169,12.5198,55.664
4171,12.5817,55.7022
4172,12.5813,55.7037
4174,12.5728,55.6765
4176,12.5729,55.6765
4177,12.573,55.6764
4178,12.5732,55.6763
4181,12.581,55.7045
4183,12.5809,55.7047
4184,12.5809,55.7048
4186,12.5809,55.7049
4188,12.5808,55.7053
4190,12.5808,55.7054
4192,12.5807,55.7056
4193,12.5807,55.7057
4194,12.5806,55.7057
4195,12.5806,55.7058
4196,12.5806,55.7059
4197,12.5806,55.706
4198,12.5647,55.6856
4200,12.5638,55.6847
4201,12.5632,55.684
4202,12.5627,55.6835
4205,12.5614,55.6821
4206,12.5613,55.682
4208,12.5607,55.6814
4209,12.5805,55.7062
4212,12.5805,55.7063
4213,12.5804,55.7064
4214,12.5804,55.7066
4215,12.5803,55.7067
4216,12.5803,55.7068
4218,12.5801,55.7073
4221,12.58,55.7079
4224,12.5799,55.708
4226,12.5799,55.7081
4228,12.5799,55.7082
4229,12.5798,55.7085
4231,12.5797,55.709
4235,12.5207,55.6664
4237,12.5205,55.6662
4238,12.5204,55.6661
4239,12.5202,55.6658
4241,12.52,55.6656
4244,12.5199,55.6654
4245,12.5197,55.6652
4246,12.5197,55.6651
4249,12.519,55.6643
4250,12.5164,55.6644
4253,12.5897,55.7008
4256,12.5903,55.7009
4257,12.5905,55.701
4258,12.5912,55.7012
4261,12.5221,55.6658
4262,12.5219,55.6655
4263,12.522,55.6651
4264,12.5222,55.6649
4267,12.5709,55.6745
4268,12.5717,55.6741
4269,12.5625,55.6889
4270,12.5637,55.6883
4272,12.5872,55.7002
4273,12.5873,55.7003
4275,12.5879,55.7004
4277,12.5887,55.7006
4278,12.5891,55.7007
4280,12.5539,55.6922
4282,12.5536,55.6925
4283,12.5535,55.6925
4285,12.553,55.6929
4286,12.5527,55.6931
4289,12.5524,55.6933
4290,12.5512,55.6941
4291,12.5508,55.6944
4292,12.5507,55.6944
4293,12.5506,55.6945
4294,12.5504,55.6946
4295,12.5501,55.6948
4296,12.5498,55.695
4302,12.4857,55.6872
4303,12.4856,55.6876
4304,12.4855,55.6877
4305,12.4855,55.688
4306,12.4846,55.6881
4307,12.4843,55.6881
4308,12.4825,55.6879
4309,12.54,55.6684
4310,12.5401,55.6683
4311,12.54,55.6681
4312,12.5395,55.667
4313,12.5393,55.6666
4314,12.5392,55.6664
4315,12.5386,55.6654
4317,12.5386,55.6653
4318,12.5382,55.6646
4319,12.5382,55.6645
4321,12.5381,55.6644
4322,12.5378,55.6638
4323,12.5377,55.6637
4324,12.5376,55.6635
4325,12.5851,55.6856
4326,12.5852,55.6857
4329,12.5853,55.6859
4330,12.5856,55.6863
4334,12.5857,55.6864
4336,12.5862,55.6869
4339,12.5862,55.687
4341,12.5863,55.687
4343,12.5495,55.7039
4344,12.5498,55.7041
4345,12.5506,55.7045
4346,12.5509,55.7047
4348,12.5512,55.7048
4349,12.5513,55.7049
4350,12.5517,55.7051
4351,12.5521,55.7054
4352,12.5526,55.7056
4353,12.5529,55.7058
4354,12.553,55.7059
4356,12.5539,55.7064
4358,12.5541,55.7065
4359,12.5544,55.7067
4360,12.5545,55.7067
4361,12.5547,55.7068
4363,12.5551,55.7071
4364,12.5552,55.7071
4366,12.5556,55.7073
4367,12.556,55.7075
4369,12.556,55.7076
4370,12.5736,55.6628
4371,12.5742,55.6626
4372,12.5749,55.6622
4373,12.5736,55.6612
4374,12.5476,55.7041
4375,12.5478,55.7042
4377,12.5479,55.7042
4379,12.548,55.7043
4381,12.5481,55.7043
4382,12.5484,55.7045
4384,12.5485,55.7046
4386,12.5486,55.7046
4388,12.5488,55.7047
4389,12.5785,55.6716
4390,12.5781,55.6713
4391,12.5778,55.6712
4393,12.57,55.6897
4394,12.5701,55.6896
4395,12.5728,55.6884
4396,12.5729,55.6883
4397,12.5711,55.6609
4398,12.5722,55.6617
4399,12.5444,55.7011
4400,12.5435,55.7016
4401,12.5459,55.7053
4402,12.5458,55.7054
4403,12.5457,55.7054
4404,12.5456,55.7055
4405,12.5453,55.7057
4406,12.5452,55.7057
4407,12.5449,55.7059
4408,12.5445,55.7061
4409,12.5444,55.7062
4410,12.5442,55.7063
4411,12.5448,55.7067
4413,12.5546,55.7069
4414,12.5544,55.7074
4415,12.5539,55.7084
4416,12.5538,55.7084
4417,12.5536,55.709
4418,12.5535,55.7091
4419,12.5534,55.7092
4420,12.5534,55.7093
4421,12.5533,55.7094
4422,12.5532,55.7095
4423,12.553,55.7096
4424,12.553,55.7097
4425,12.5529,55.7097
4426,12.5529,55.7098
4427,12.574,55.663
4428,12.573,55.6634
4429,12.5724,55.663
4430,12.5858,55.6871
4436,12.5858,55.6875
4437,12.5858,55.6878
4441,12.5745,55.6633
4442,12.5742,55.6631
4444,12.5741,55.663
4446,12.5739,55.663
4447,12.5738,55.6629
4449,12.5736,55.6627
4450,12.5729,55.6622
4451,12.5592,55.7093
4452,12.559,55.7094
4455,12.5589,55.7096
4456,12.5588,55.7097
4457,12.5588,55.7098
4458,12.5587,55.7099
4459,12.5587,55.71
4461,12.5587,55.7101
4462,12.5586,55.7101
4463,12.5586,55.7102
4464,12.5586,55.7103
4465,12.5585,55.7104
4467,12.5585,55.7105
4468,12.5584,55.7105
4469,12.5584,55.7106
4471,12.5583,55.7107
4473,12.5583,55.7108
4475,12.5582,55.7109
4478,12.5582,55.711
4479,12.5581,55.7111
4480,12.5581,55.7112
4482,12.558,55.7113
4484,12.558,55.7114
4485,12.5579,55.7115
4486,12.5579,55.7116
4489,12.5578,55.7117
4490,12.5613,55.7057
4492,12.5604,55.7061
4493,12.5598,55.7064
4494,12.5598,55.7065
4496,12.5597,55.7065
4498,12.5596,55.7066
4500,12.5595,55.7067
4501,12.5594,55.7069
4503,12.5593,55.707
4504,12.5591,55.7073
4505,12.5591,55.7074
4507,12.559,55.7074
4508,12.5589,55.7078
4511,12.5588,55.7079
4512,12.5588,55.7082
4513,12.5586,55.7085
4514,12.5719,55.6603
4515,12.5719,55.6604
4516,12.5726,55.6609
4517,12.5576,55.7086
4518,12.5567,55.7105
4519,12.5566,55.7105
4521,12.5566,55.7106
4522,12.5562,55.7114
4523,12.5562,55.7115
4524,12.5561,55.7116
4525,12.5599,55.7045
4526,12.5598,55.7046
4529,12.5588,55.7045
4530,12.5584,55.7044
4531,12.558,55.7044
4532,12.5576,55.7083
4533,12.5576,55.7082
4534,12.5578,55.7077
4535,12.5579,55.7075
4536,12.5582,55.7066
4537,12.5583,55.7065
4538,12.5649,55.6834
4540,12.5646,55.6835
4541,12.568,55.6581
4543,12.5685,55.6588
4544,12.5689,55.6587
4545,12.5694,55.6586
4546,12.5697,55.6585
4547,12.5513,55.706
4548,12.5494,55.7058
4551,12.5488,55.7058
4553,12.5487,55.7058
4554,12.5484,55.7058
4556,12.5481,55.7058
4557,12.5477,55.7057
4559,12.5476,55.7057
4560,12.5469,55.7057
4563,12.5467,55.7057
4564,12.5465,55.7057
4565,12.5552,55.7115
4566,12.555,55.7115
4567,12.5543,55.7112
4568,12.5539,55.711
4571,12.5536,55.7108
4573,12.5533,55.7107
4574,12.5531,55.7106
4575,12.5528,55.7104
4576,12.5522,55.71
4577,12.5499,55.7084
4578,12.5498,55.7083
4580,12.5496,55.7082
4581,12.5475,55.7067
4582,12.5472,55.7064
4583,12.5469,55.7062
4584,12.5467,55.7061
4585,12.5466,55.706
4586,12.5465,55.7058
4587,12.5463,55.7056
4589,12.546,55.7054
4593,12.5457,55.7052
4594,12.5454,55.7049
4596,12.5453,55.7047
4597,12.5601,55.6746
4598,12.5589,55.6743
4600,12.5567,55.6739
4602,12.5558,55.6738
4603,12.5552,55.6737
4604,12.5707,55.6606
4605,12.5698,55.6599
4606,12.5567,55.7055
4607,12.5566,55.7055
4609,12.5563,55.7055
4610,12.5559,55.7054
4612,12.5558,55.7054
4613,12.5551,55.7054
4615,12.5549,55.7054
4616,12.5545,55.7052
4618,12.5544,55.7051
4619,12.594,55.6712
4620,12.5943,55.6714
4621,12.5417,55.6912
4622,12.5416,55.6911
4624,12.5409,55.691
4625,12.5403,55.6907
4626,12.5401,55.6906
4628,12.5399,55.6905
4630,12.5398,55.6904
4632,12.5389,55.69
4634,12.5388,55.6899
4635,12.557,55.7046
4636,12.5569,55.7046
4638,12.5563,55.7046
4639,12.5562,55.7046
4641,12.5559,55.7044
4643,12.5558,55.7043
4644,12.5766,55.6747
4645,12.5771,55.6743
4646,12.5773,55.6742
4649,12.5778,55.6737
4651,12.5789,55.6728
4652,12.5462,55.6961
4653,12.5461,55.696
4654,12.5457,55.6959
4655,12.5453,55.6957
4656,12.5449,55.6955
4657,12.5448,55.6954
4658,12.5533,55.701
4659,12.5538,55.7007
4660,12.5539,55.7007
4661,12.5542,55.7006
4662,12.5549,55.7002
4663,12.5551,55.7001
4664,12.5873,55.67
4665,12.5874,55.67
4666,12.5886,55.6699
4668,12.5888,55.6699
4669,12.5893,55.6696
4670,12.5895,55.6697
4671,12.5896,55.6698
4672,12.5897,55.6698
4673,12.5898,55.6699
4674,12.5899,55.6699
4678,12.5906,55.67
4679,12.5921,55.6703
4681,12.5922,55.6703
4682,12.5925,55.6703
4683,12.5926,55.6703
4684,12.5929,55.6705
4685,12.5932,55.6706
4686,12.5933,55.6707
4687,12.5934,55.6708
4688,12.5937,55.6709
4689,12.5465,55.6944
4690,12.5462,55.6946
4692,12.546,55.6947
4693,12.5457,55.6948
4694,12.5454,55.6951
4696,12.5452,55.6951
4697,12.5449,55.6953
4699,12.5447,55.6954
4700,12.5446,55.6955
4701,12.5443,55.6957
4703,12.5442,55.6958
4704,12.5497,55.7033
4705,12.5498,55.7033
4706,12.5507,55.7028
4708,12.5801,55.6725
4709,12.58,55.6726
4710,12.5796,55.6729
4711,12.5779,55.6743
4713,12.5406,55.6885
4714,12.5403,55.6888
4715,12.554,55.7063
4716,12.554,55.7061
4717,12.5541,55.706
4718,12.5541,55.7058
4719,12.5542,55.7057
4720,12.5567,55.7064
4721,12.5563,55.7064
4723,12.556,55.7063
4724,12.5558,55.7063
4725,12.5557,55.7063
4726,12.5556,55.7063
4728,12.5552,55.7063
4729,12.5551,55.7063
4730,12.5549,55.7063
4731,12.5548,55.7063
4734,12.5546,55.7062
4735,12.5543,55.7062
4736,12.5542,55.7062
4738,12.5541,55.7063
4745,12.5491,55.7088
4746,12.5482,55.7082
4747,12.5477,55.7079
4748,12.5473,55.7076
4749,12.5468,55.7072
4750,12.5466,55.7071
4751,12.5458,55.7065
4752,12.5457,55.7065
4754,12.5376,55.6905
4755,12.5373,55.691
4756,12.5371,55.6912
4757,12.537,55.6913
4758,12.5369,55.6914
4759,12.5369,55.6915
4760,12.5367,55.6916
4761,12.5367,55.6917
4762,12.5366,55.6919
4763,12.5365,55.6919
4764,12.5364,55.692
4766,12.5364,55.6921
4767,12.5363,55.6922
4769,12.5363,55.6923
4770,12.5363,55.6925
4772,12.5363,55.6926
4775,12.5363,55.6927
4776,12.5363,55.6928
4777,12.5363,55.6929
4778,12.5363,55.6931
4779,12.5363,55.6932
4780,12.5363,55.6934
4782,12.5363,55.6935
4783,12.5362,55.6935
4784,12.5362,55.6936
4785,12.5362,55.6938
4786,12.5362,55.6939
4787,12.5361,55.6939
4788,12.5361,55.694
4789,12.5361,55.6941
4790,12.536,55.6941
4791,12.536,55.6942
4792,12.5359,55.6943
4793,12.5359,55.6944
4794,12.5358,55.6944
4795,12.5358,55.6945
4796,12.5357,55.6946
4797,12.5356,55.6946
4798,12.5355,55.6947
4799,12.5354,55.6949
4803,12.5527,55.7061
4804,12.5526,55.7062
4805,12.5523,55.7064
4806,12.5522,55.7065
4807,12.552,55.7066
4808,12.5514,55.7071
4809,12.5512,55.7073
4810,12.5509,55.7075
4811,12.5506,55.7077
4812,12.5501,55.7081
4813,12.5499,55.7082
4815,12.5696,55.6613
4817,12.5725,55.6601
4818,12.5726,55.66
4819,12.5727,55.66
4820,12.5494,55.704
4824,12.5479,55.705
4825,12.5471,55.7056
4829,12.5901,55.6964
4830,12.5904,55.6963
4831,12.5905,55.6962
4832,12.5906,55.6961
4834,12.5488,55.7037
4836,12.5481,55.7042
4839,12.5473,55.7046
4840,12.5468,55.7049
4841,12.5462,55.7054
4843,12.5461,55.7054
4845,12.5584,55.7089
4846,12.5583,55.709
4848,12.5583,55.7091
4849,12.5575,55.7106
4850,12.5575,55.7107
4853,12.5574,55.7108
4856,12.5574,55.7109
4857,12.5573,55.7111
4859,12.5572,55.7112
4861,12.5572,55.7113
4862,12.5571,55.7114
4864,12.5571,55.7115
4865,12.557,55.7116
4866,12.5424,55.6917
4867,12.5423,55.6917
4868,12.5417,55.6915
4869,12.5416,55.6915
4870,12.5558,55.6722
4872,12.5561,55.6719
4873,12.5564,55.6716
4874,12.5566,55.6714
4875,12.5569,55.6711
4876,12.5571,55.671
4877,12.5574,55.6707
4878,12.5575,55.6706
4879,12.5575,55.6705
4881,12.5576,55.6705
4883,12.5576,55.6704
4886,12.558,55.6701
4887,12.5582,55.6699
4889,12.5583,55.6698
4890,12.5585,55.6696
4891,12.5594,55.7129
4892,12.5593,55.7129
4894,12.5588,55.7128
4895,12.5582,55.7125
4896,12.5579,55.7125
4897,12.5561,55.7119
4898,12.5647,55.711
4899,12.5629,55.7116
4901,12.5628,55.7116
4902,12.5622,55.7118
4904,12.5621,55.7118
4905,12.5615,55.712
4906,12.5605,55.7123
4907,12.5829,55.6761
4908,12.5834,55.6759
4909,12.5844,55.6757
4910,12.5847,55.6757
4911,12.5848,55.6756
4913,12.5853,55.6755
4914,12.5864,55.6753
4915,12.5865,55.6752
4916,12.5614,55.7128
4917,12.5615,55.7128
4918,12.5616,55.7128
4919,12.562,55.7129
4920,12.5626,55.713
4921,12.5636,55.7132
4923,12.5638,55.7132
4924,12.5643,55.7133
4925,12.5646,55.7134
4926,12.5653,55.7135
4929,12.5656,55.7136
4931,12.5658,55.7136
4932,12.5662,55.7137
4933,12.5668,55.7139
4935,12.5669,55.7139
4936,12.5679,55.7141
4937,12.5624,55.6804
4938,12.5619,55.6806
4939,12.562,55.7121
4940,12.5621,55.7121
4942,12.5629,55.7123
4943,12.5638,55.7125
4944,12.5639,55.7125
4945,12.564,55.7125
4947,12.5646,55.7127
4948,12.5658,55.7129
4950,12.5659,55.7129
4951,12.6027,55.6539
4952,12.6025,55.6539
4954,12.6024,55.6539
4955,12.6017,55.6541
4957,12.6014,55.6542
4958,12.6013,55.6542
4959,12.6001,55.6544
4961,12.5997,55.6545
4962,12.5996,55.6545
4963,12.5992,55.6546
4965,12.5986,55.6547
4966,12.5982,55.6548
4969,12.5977,55.6549
4970,12.5973,55.6549
4971,12.5969,55.6549
4972,12.5965,55.6549
4973,12.596,55.655
4975,12.5952,55.655
4976,12.5944,55.655
4978,12.5942,55.655
4979,12.5699,55.7093
4980,12.5697,55.7093
4981,12.5691,55.7091
4984,12.5689,55.7091
4986,12.5688,55.7091
4988,12.5686,55.709
4991,12.5674,55.7088
4992,12.5671,55.7087
4994,12.567,55.7087
4995,12.6024,55.6578
4996,12.6025,55.6577
4998,12.6036,55.6573
5002,12.604,55.6575
5004,12.6041,55.6576
5005,12.5658,55.7072
5006,12.5656,55.7076
5008,12.5654,55.708
5011,12.5651,55.7085
5014,12.5995,55.659
5015,12.5997,55.659
5016,12.6006,55.6586
5017,12.6008,55.6585
5018,12.5996,55.6577
5019,12.5995,55.6577
5020,12.5982,55.6582
5021,12.5981,55.6583
5022,12.5651,55.7107
5023,12.5655,55.7107
5026,12.5664,55.7096
5028,12.5664,55.7097
5029,12.5661,55.7103
5031,12.5702,55.6744
5032,12.5713,55.6738
5034,12.5978,55.6746
5036,12.5979,55.6749
5038,12.5979,55.675
5039,12.5994,55.6762
5041,12.5995,55.6762
5042,12.574,55.6727
5043,12.5753,55.672
5044,12.5774,55.671
5046,12.5789,55.6727
5047,12.5788,55.6727
5048,12.578,55.6721
5049,12.5779,55.672
5050,12.5615,55.71
5051,12.562,55.7102
5052,12.5629,55.7103
5053,12.5631,55.7104
5054,12.5637,55.7105
5055,12.5644,55.7106
5057,12.5645,55.7106
5058,12.5648,55.707
5059,12.5646,55.7073
5060,12.5641,55.7082
5061,12.564,55.7083
5062,12.6028,55.6582
5063,12.6028,55.6581
5067,12.6024,55.6577
5068,12.6011,55.6567
5069,12.601,55.6566
5071,12.601,55.6565
5072,12.6003,55.6558
5074,12.6002,55.6557
5075,12.5993,55.6548
5078,12.6037,55.655
5079,12.6036,55.655
5081,12.6029,55.6552
5082,12.6024,55.6553
5085,12.6013,55.6556
5087,12.6011,55.6556
5089,12.5676,55.7075
5092,12.5668,55.7089
5094,12.5668,55.709
5095,12.5667,55.7091
5096,12.5666,55.7093
5097,12.5665,55.7095
5098,12.5665,55.7096
5100,12.5927,55.6877
5101,12.5925,55.6879
5104,12.5916,55.6886
5105,12.5915,55.6887
5107,12.591,55.6891
5109,12.5909,55.6892
5110,12.5906,55.6895
5113,12.5898,55.6901
5114,12.5893,55.6905
5116,12.5886,55.691
5117,12.5988,55.6587
5118,12.5989,55.6586
5119,12.6001,55.6582
5120,12.6002,55.6581
5121,12.5623,55.7067
5122,12.5617,55.7066
5123,12.5608,55.7066
5124,12.5598,55.7066
5127,12.5591,55.7065
5130,12.5589,55.7065
5133,12.5574,55.7064
5134,12.5657,55.6561
5135,12.5672,55.6558
5136,12.5674,55.6557
5137,12.5677,55.6554
5138,12.5686,55.6553
5139,12.5707,55.6691
5140,12.5666,55.6673
5141,12.5611,55.709
5142,12.561,55.7089
5144,12.5606,55.7089
5146,12.5586,55.7086
5147,12.59,55.6874
5148,12.5899,55.6875
5149,12.5896,55.6875
5150,12.5892,55.6876
5151,12.589,55.6877
5152,12.5888,55.6877
5153,12.5888,55.6878
5155,12.5887,55.6878
5157,12.5886,55.6878
5159,12.5883,55.6879
5161,12.5876,55.6881
5164,12.5869,55.6883
5166,12.5858,55.6885
5171,12.5856,55.6886
5173,12.5855,55.6886
5174,12.5846,55.6889
5175,12.5842,55.689
5177,12.5841,55.689
5179,12.6002,55.6559
5180,12.5996,55.6559
5181,12.5966,55.6563
5182,12.5965,55.6563
5183,12.5592,55.7074
5184,12.5595,55.7074
5186,12.5628,55.7067
5188,12.5626,55.7071
5189,12.5625,55.7073
5191,12.5622,55.7079
5193,12.5616,55.709
5195,12.5613,55.7095
5196,12.5611,55.7098
5197,12.561,55.71
5199,12.561,55.7101
5200,12.5604,55.7111
5201,12.5604,55.7112
5203,12.5602,55.7116
5204,12.56,55.712
5205,12.56,55.7121
5209,12.5598,55.7128
5210,12.5593,55.714
5211,12.5591,55.7144
5213,12.6009,55.6566
5215,12.6004,55.6567
5216,12.5996,55.657
5217,12.599,55.6572
5218,12.5974,55.6579
5220,12.5973,55.6579
5221,12.6003,55.6594
5222,12.6002,55.6593
5226,12.5994,55.6589
5227,12.5993,55.6589
5228,12.5991,55.6588
5231,12.5982,55.6584
5236,12.5971,55.6578
5237,12.597,55.6578
5239,12.597,55.6577
5242,12.596,55.6551
5245,12.5691,55.6857
5248,12.5661,55.6865
5250,12.5658,55.6866
5251,12.5571,55.7082
5252,12.5576,55.7085
5258,12.5594,55.7094
5259,12.5594,55.7095
5260,12.5597,55.7096
5261,12.5598,55.7096
5262,12.5598,55.7097
5263,12.5599,55.7097
5264,12.56,55.7097
5266,12.5601,55.7097
5267,12.5602,55.7098
5268,12.5603,55.7098
5270,12.5604,55.7098
5271,12.5607,55.7099
5273,12.6054,55.6571
5276,12.605,55.6567
5277,12.6047,55.6565
5278,12.6047,55.6564
5280,12.6044,55.656
5281,12.6044,55.6559
5283,12.6043,55.6557
5286,12.6039,55.6552
5289,12.6036,55.6549
5291,12.6034,55.6547
5292,12.6031,55.6544
5296,12.5602,55.7099
5298,12.5602,55.71
5300,12.5601,55.7101
5301,12.5601,55.7102
5303,12.56,55.7103
5305,12.56,55.7104
5306,12.56,55.7105
5307,12.5599,55.7105
5308,12.5599,55.7106
5310,12.5598,55.7107
5311,12.5598,55.7108
5312,12.5597,55.7109
5315,12.5597,55.711
5318,12.5596,55.7111
5321,12.5596,55.7112
5322,12.5595,55.7113
5323,12.5595,55.7114
5325,12.5594,55.7115
5327,12.5593,55.7117
5328,12.5592,55.7119
5331,12.5918,55.6753
5332,12.5919,55.6752
5334,12.5927,55.6749
5337,12.5928,55.6748
5342,12.5935,55.6745
5346,12.5596,55.7097
5350,12.5596,55.7098
5352,12.5595,55.7099
5354,12.5595,55.71
5355,12.5594,55.7101
5357,12.5594,55.7102
5359,12.5593,55.7103
5361,12.5593,55.7104
5362,12.5592,55.7104
5363,12.5592,55.7105
5365,12.5592,55.7106
5366,12.5591,55.7107
5368,12.5591,55.7108
5370,12.559,55.7108
5372,12.559,55.7109
5374,12.559,55.711
5376,12.5589,55.7111
5377,12.5589,55.7112
5378,12.5588,55.7112
5379,12.5588,55.7113
5381,12.5588,55.7114
5382,12.5587,55.7115
5384,12.5587,55.7116
5386,12.5586,55.7117
5388,12.5586,55.7118
5389,12.5585,55.7118
5391,12.5585,55.7119
5396,12.5601,55.7111
5397,12.5599,55.7111
5400,12.5595,55.711
5402,12.5594,55.711
5403,12.5593,55.711
5404,12.5591,55.7109
5407,12.5588,55.7109
5408,12.5586,55.7109
5409,12.5585,55.7108
5410,12.5584,55.7108
5413,12.5582,55.7108
5414,12.5581,55.7108
5415,12.5579,55.7107
5419,12.5574,55.7107
5420,12.5571,55.7106
5421,12.557,55.7106
5422,12.5567,55.7106
5425,12.6017,55.6562
5428,12.6002,55.6546
5431,12.5731,55.6847
5432,12.5719,55.685
5434,12.5705,55.6854
5436,12.5694,55.6857
